stem_id,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept
9_1685500980,9_1685500980_5,ˀua kahá:óaˀa Eohora ukaka,'ua kahá:óa'a Eohora ukaka,' u a # k a h á:ó a ' a # E o h o r a # u k a k a,ich verbiete das Singen der Leute,I forbid people to sing,Saya melarang orang untuk bernyanyi,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,taboo ; cultural practice ; CHECK THIS,NA,NA,NA
9_1685500980,9_1685500980_6,paha:oáˀa əohora,paha:oá'a u̇ohora,p a h a:o á ' a # u̇ o h o r a,verbiete das Singenǃ,forbid singing! (sg),larang bernyani! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,taboo,NA,NA,NA
9_1685500980,9_1685500980_7,epahá:óaˀa,epahá:óa'a,e p a h á:ó a ' a,Verbot,Ban,Larangan,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,taboo,NA,NA,NA
9_1685500980,9_1685500980_8,edaha:oaˀa,edaha:oa'a,e d a h a:o a ' a,das Verbotene,the forbidden,yang terlarang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,taboo,NA,NA,NA
9_1685500980,9_1685500980_9,kidixoo baha:oaˀa,kidixoo baha:oa'a,k i d i x o o # b a h a:o a ' a,wurde bereits verboten,has already been banned,telah dilarang,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,taboo,NA,NA,NA
9_1685501264,9_1685501264_0,kiˀahaˀo:i,ki'aha'o:i,k i ' a h a ' o:i,"Kurs nehmen auf , zugehen auf etwas/jmd , jmd aufsuchen","set course for , approach something/someone , go to see someone","menentukan arah untuk , mendekati sesuatu / seseorang , pergi menemui seseorang",kaˀahaˀo:i,ka'aha'o:i,k a ' a h a ' o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501264,9_1685501264_1,ediˀahaˀo:i,edi'aha'o:i,e d i ' a h a ' o:i,"der , den man aufsucht oder auf den man zugeht",the one you seek out or approach,orang yang Anda cari atau dekati,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501264,9_1685501264_2,dabuˀuaháˀo:i yai i-,dabu'uahá'o:i yai i-,d a b u ' u a h á ' o:i # y a i # i -,sie nehmen Kurs auf,they set course for,mereka menetapkan arah untuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501375,9_1685501375_0,yahá:úˀua,yahá:ú'ua,y a h á:ú ' u a,es ziemt sich,it is proper,itu tepat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501814,9_1685501814_0,eahe,eahe,e a h e,"das Gehen , Hergang , Aufbruch","the going , course , departure","pergi , jalur , keberangkatan",eaha:e,eaha:e,e a h a:e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501814,9_1685501814_1,eahea,eahea,e a h e a,"das Gehen , Gehensort","the walking , walking place","berjalan , tempat berjalan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685501814,9_1685501814_2,hoo ahea,hoo ahea,h o o # a h e a,bereits am Ende sein mit etwas,to already be at the end of something,sudah berada di akhir sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685502394,9_1685502394_0,kahoaˀa,kahoa'a,k a h o a ' a,etwas verbieten,to forbid something,melarang sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s ahaoa,see ahaoa,lihat ahaoa,NA,NA,NA,NA
9_1685502394,9_1685502394_1,epahóaˀa,epahóa'a,e p a h ó a ' a,Verbot,Ban,Larangan,epahá:óaˀa,epahá:óa'a,e p a h á:ó a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,taboo ; prohibition,NA,NA,NA
9_1685502589,9_1685502589_0,bahopaˀa,bahopa'a,b a h o p a ' a,"sorgen für , sich bemühen","take care of , make an effort","jaga , berusahalah",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",hopaˀa?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9_1685502983,9_1685502983_0,kai,kai,k a i,kommen,come,datang,kabai,kabai,k a b a i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_1,hoo bai,hoo bai,h o o # b a i,ist bereits gekommen,has already come,sudah datang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_2,kaiya,kaiya,k a i y a,kommen werden,will come,akan datang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_3,hoo babai,hoo babai,h o o # b a b a i,im Begriff stehen zu kommen,about to come,sudah akan berhenti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_4,abai kaha:iˀi,abai kaha:i'i,a b a i # k a h a:i ' i,"(""es kommt [noch] eines"" =) neun","(""one is [still] to come"" =) nine","(""satu [masih] akan datang"" =) sembilan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,number ; CHECK THIS ǃ ; come,NA,NA,NA
9_1685502983,9_1685502983_5,kéabaˀa dabai,keaba'a dabai,k e a b a ' a # d a b a i,sie kommen nicht,they do not come,mereka tidak datang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_6,eai,eai,e a i,das Kommen,the coming,yang akan datang,eei,eei,e e i,NA,NA,NA,eei (DIA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_7,eaiya,eaiya,e a i y a,"das Kommen , der Kommensort , (Fluß-)Mündung","the coming , the place of coming , (river) mouth","yang datang/datangnya , tempat kedatangan/datangnya , muara (sungai)",eaiña,eaiña,e a i ñ a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come ; metaphor ; CHECK THIS,NA,NA,NA
9_1685502983,9_1685502983_8,eamãmãĩa,eamãmãĩa,e a m ã m ã ĩ a,"das Herkommen , Herkommensort","the coming , place of coming","datangnya , tempat datangnya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come,NA,NA,NA
9_1685502983,9_1685502983_9,ehabaiya,ehabaiya,e h a b a i y a,Aufenthaltsort,whereabouts/place of being (noun),keberadaan/tempat berada (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,come ; semantic extension,NA,NA,NA
9_1685503630,9_1685503630_0,aˀíaˀa,a'ía'a,a ' í a ' a,"bringe hinab , steige hinab mit etwas , bette umǃ","bring down , descend with something , replant! (sg)","turunkan , turunkan dengan sesuatu , tanam kembali! (bentuk tunggal)",aˀíaˀa:o ; aiˀi[aˀ]ao,a'ía'a:o ; ai'i[a']ao,a ' í a ' a:o # ; # a i ' i [ a ' ] a o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503630,9_1685503630_1,kaˀíaˀa,ka'ía'a,k a ' í a ' a,mit etwas hinabsteigen,descend with something,turun dengan sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503630,9_1685503630_2,ˀua kaˀíaˀa ehũã,'ua ka'ía'a ehũã,' u a # k a ' í a ' a # e h ũ ã,ich steige mit den Früchten hinab ; ich bringe die Früchte hinab,I descend with the fruit ; I bring down the fruit,Aku turun bersama buahnya ; Aku menurunkan buahnya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503630,9_1685503630_3,kabaˀíaˀa,kaba'ía'a,k a b a ' í a ' a,hinabbringen,bring down,menurunkan,kabahaíaˀ u-,kabahaía' u-,k a b a h a í a ' # u -,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503630,9_1685503630_4,kidaˀíaˀa,kida'ía'a,k i d a ' í a ' a,"hinabgebracht , degradiert werden","to be brought down , to be degraded","dijatuhkan , direndahkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion ; metaphor for degraded,NA,NA,NA
9_1685503630,9_1685503630_5,hoo baˀiaˀa:əa,hoo ba'ia'a:u̇a,h o o # b a ' i a ' a:u̇ a,bereit umzubetten,ready to replant,sudah siap untuk tanam kembali,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,metonymic (?) ; CHECK THIS,NA,NA,NA
9_1685503630,9_1685503630_6,eaˀahaˀíaˀa,ea'aha'ía'a,e a ' a h a ' í a ' a,"(noun) Umlagern , Umbetten",relocating/replanting (noun),pemindahan/penanaman kembali,eahaˀiaˀa,eaha'ia'a,e a h a ' i a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,positional verb,NA,NA,NA
9_1685503630,9_1685503630_7,edaˀíaˀa,eda'ía'a,e d a ' í a ' a,"(noun) Hinabgebrachte , Herausforderung","the brought down , challenge","yang dijatuhkan , tantangan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503772,9_1685503772_0,kaˀiae,ka'iae,k a ' i a e,"hinuntersteigen , herunterkommen , überliefern","descend , come down , deliver","turun , turun , mengantarkan",kabaˀiae,kaba'iae,k a b a ' i a e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503772,9_1685503772_1,hoo baˀiae,hoo ba'iae,h o o # b a ' i a e,stieg bereits hinunter,already descended,sudah turun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503772,9_1685503772_2,eaˀiae,ea'iae,e a ' i a e,(noun) Hinabsteigen,the descending,yang turun,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685503847,9_1685503847_0,kaici,kaici,k a i c i,"sprechen , reden","speak , talk","berbicara , berbicara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s eici²,see eici²,lihat eici²,say,NA,NA,NA
9_1685504030,9_1685504030_0,eaha:iˀía:o,eaha:i'ía:o,e a h a:i ' í a:o,(noun) Hinabbringen,the bringing down,penjatuhan/penurunan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aˀi,NA,NA,NA,NA,NA,NA,NA,move down ; downward motion,NA,NA,NA
9_1685504030,9_1685504030_1,ˀua kaiˀiaˀa:əa,'ua kai'ia'a:u̇a,' u a # k a i ' i a ' a:u̇ a,ich werde herabbringen,I will bring down,Aku akan menjatuhkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88z30,88z30,88z30,move down ; downward motion,NA,NA,NA
9_1685504583,9_1685504583_0,aiˀioˀíaˀa,ai'io'ía'a,a i ' i o ' í a ' a,folgeǃ,followǃ (sg),ikuti! (bentuk tunggal),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,s aˀioˀoi,see aˀioˀoi,lihat aˀioˀoi,follow,NA,NA,NA
9_1685504949,9_1685504949_0,yaˀaiña,ya'aiña,y a ' a i ñ a,er ist schnell,he is quick,dia cepat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oǃ,Oǃ,Oǃ,NA,NA,NA,quick,NA,NA,NA
9_1685504949,9_1685504949_1,paˀã:ĩñã ˀoˀo,pa'ã:ĩñã 'o'o,p a ' ã:ĩ ñ ã # ' o ' o,"mach schnell , beeile dichǃ","be quick , make hasteǃ (sg)","cepatlah , bergegaslah! (bentuk tunggal)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G70,G70,G70,quick,NA,NA,NA
9_1685505008,9_1685505008_0,eˀapaˀioiya,e'apa'ioiya,e ' a p a ' i o i y a,"das Gehorchen , Befolgen",the obeying/following,kepatuhan/menuruti (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,obey ; follow,NA,NA,NA
9_1685625555,9_1685625555_0,kaˀioˀoi,ka'io'oi,k a ' i o ' o i,folgen,follow,mengikuti,kabaˀioˀoi,kaba'io'oi,k a b a ' i o ' o i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow,NA,NA,NA
9_1685625555,9_1685625555_1,yaˀioˀoi,ya'io'oi,y a ' i o ' o i,gemäß,according to,menurut,kaˀioˀoi,ka'io'oi,k a ' i o ' o i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adverbial clauses,NA,NA,NA
9_1685625555,9_1685625555_2,kaˀioˀoi ekaˀudarara,ka'io'oi eka'udarara,k a ' i o ' o i # e k a ' u d a r a r a,entsprechend ihren Dörfern,according to their villages,menurut desa mereka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,adverbial clauses,NA,NA,NA
9_1685625555,9_1685625555_3,kaˀioˀoi eici,ka'io'oi eici,k a ' i o ' o i # e i c i,gehorchen,obey,taat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow,NA,NA,NA
9_1685625555,9_1685625555_4,baˀioˀoi,ba'io'oi,b a ' i o ' o i,"folgend , infolge","following , as a result of","mengikuti , sebagai hasil dari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow ; metaphoric extension,NA,NA,NA
9_1685625555,9_1685625555_5,hoo baˀioˀoi,hoo ba'io'oi,h o o # b a ' i o ' o i,folgte,followed,diikuti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow,NA,NA,NA
9_1685625555,9_1685625555_6,kaˀioˀoiya,ka'io'oiya,k a ' i o ' o i y a,werde befolgen,will follow,akan mengikuti,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow,NA,NA,NA
9_1685625555,9_1685625555_7,epaˀioˀoi,epa'io'oi,e p a ' i o ' o i,"Verfolgung , Befolgen","the pursuit , obeyance/following","pengejaran , ketaatan/pengikutan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow ; metaphoric extension,NA,NA,NA
9_1685625555,9_1685625555_8,kipaˀioˀoi ekitai,kipa'io'oi ekitai,k i p a ' i o ' o i # e k i t a i,"einem Gedanken folgen , sich an einen Gedanken halten","follow a thought , adhere to a thought","mengikuti pikiran , mematuhi pikiran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,follow ; metaphoric extension,NA,NA,NA
9_1685625844,9_1685625844_0,kabaˀiˀaiyo,kaba'i'aiyo,k a b a ' i ' a i y o,auf Fische ausgehen,go out for/after fish,pergi keluar untuk mencari ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,§ 44,§ 44,§ 44,NA,NA,NA,NA
9_1685625987,9_1685625987_0,emĩnã kaiyoˀoi enãẽ uˀapo,emĩnã kaiyo'oi enãẽ u'apo,e m ĩ n ã # k a i y o ' o i # e n ã ẽ # u ' a p o,Zeigefinger,index finger,jari telunjuk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA
9_1685625987,9_1685625987_1,emĩnã kaiyoˀoi eara uˀapo,emĩnã kaiyo'oi eara u'apo,e m ĩ n ã # k a i y o ' o i # e a r a # u ' a p o,Ringfinger,Ring finger,Jari manis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA
9_1685626123,9_1685626123_0,eã́kã uˀa:iyo,eã́kã u'a:iyo,e ã ́ k ã # u ' a:i y o,(wörtlich: Fischkiemen) Einzelstrauch,(literally: fish gills) Single shrub,(secara harfiah : insang ikan) Semak tunggal,epẽ́ˀẽ eã́kã uˀa:iyo,epẽ́'ẽ eã́kã u'a:iyo,e p ẽ ́ ' ẽ # e ã ́ k ã # u ' a:i y o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,plant ; flora,NA,NA,NA
9_1686456503,9_1686456503_0,kipahodai,kipahodai,k i p a h o d a i,Geschlechtsverkehr ausüben,engage in sexual intercourse,melakukan hubungan seksual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sexual relations,NA,NA,NA
9_1686456682,9_1686456682_0,kipaha:odeki,kipaha:odeki,k i p a h a:o d e k i,"(Äste) herabhängen , sich biegen , sich krümmen (infolge der vielen Früchte)","(branches) hang down , bend , curve (as a result of the many fruits)","(cabang) menggantung , menekuk , melengkung (akibat banyaknya buah)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,G24,G24,G24,hang,NA,NA,NA
9_1686456682,9_1686456682_1,yapaha:ohodeki,yapaha:ohodeki,y a p a h a:o h o d e k i,"schwer von der Last der Früchte sein ; gekrümmt , gebogen","be heavy from the weight of the fruit ; curved , bent","menjadi berat karena berat buah ; melengkung , bengkok",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hang,NA,NA,NA
9_1686456995,9_1686456995_0,kixodiki,kixodiki,k i x o d i k i,bohren,drill,menge-bor,kanõnĩkĩ,kanõnĩkĩ,k a n õ n ĩ k ĩ,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,s kixorika 'sich wenden',see kixorika 'to turn',lihat kixorika 'berbelok',breaking,NA,NA,NA
9_1686456995,9_1686456995_1,hoo buhodiki,hoo buhodiki,h o o # b u h o d i k i,bohrte bereits,already drilled,sudah dibor,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking ; cultural activity (?),NA,NA,NA
9_1686456995,9_1686456995_2,ˀua kixodíki,'ua kixodíki,' u a # k i x o d í k i,"ich drehe (mich) hind und her , bewege mich um eine senkrechte Achse","I turn (myself) back and forth , move around a vertical axis","Saya memutar (diri saya) bolak-balik , memutar diri di satu sumbu vertikal",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,G67,G67,G67,breaking ; metaphor of drilling movement for the body movement,NA,NA,NA
9_1686456995,9_1686456995_3,eohodiki,eohodiki,e o h o d i k i,Bohrer,drill,alat bor,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking ; cultural activity (?),NA,NA,NA
9_1686456995,9_1686456995_4,eohoriki uobi,eohoriki uobi,e o h o r i k i # u o b i,Feuerbohrer,Fire drill,lubang api,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,breaking ; cultural activity (?),NA,NA,NA
9_1686456995,9_1686456995_5,ehopa uanõnĩkía uobi,ehopa uanõnĩkía uobi,e h o p a # u a n õ n ĩ k í a # u o b i,Loch fürs Feuerquirlen,Hole for fire whisking,Lubang untuk mengocok api,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,hole ; cultural item,NA,NA,NA
9_1686456995,9_1686456995_6,edixodiki,edixodiki,e d i x o d i k i,(noun) Gebohrte,(thing) drilled (noun),yang dibor (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,hole ; cultural item,NA,NA,NA
9_1686457222,9_1686457222_0,eohodu,eohodu,e o h o d u,das Tanzen,the dancing,tarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dance,NA,NA,NA
9_1686457222,9_1686457222_1,kipaha:oduhódu eudu,kipaha:oduhódu eudu,k i p a h a:o d u h ó d u # e u d u,den Kopf schütteln,shake the head,menggelengkan kepala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,shake,NA,NA,NA
9_1686457317,9_1686457317_0,kixoho,kixoho,k i x o h o,sich nähern,come closer,mendekatlah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move toward something,NA,NA,NA
9_1686457317,9_1686457317_1,dapahohoi,dapahohoi,d a p a h o h o i,sie kamen einander näher,they came closer to each other,mereka mendekat satu sama lain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,move toward something ; reciprocal ; CHECK THIS,NA,NA,NA
9_1686457317,9_1686457317_2,kipaha:ohoi ukaˀá:íˀio,kipaha:ohoi uka'á:í'io,k i p a h a:o h o i # u k a ' á:í ' i o,beim Kampf aneinander geraten,clash in a fight,bentrokan dalam perkelahian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,fight ; middle event ; CHECK THIS,NA,NA,NA
9_1686457359,9_1686457359_0,kixoho,kixoho,k i x o h o,hell,bright,cerah,kioho,kioho,k i o h o,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,bright,NA,NA,NA
9_1686457465,9_1686457465_0,edahohoo,edahohoo,e d a h o h o o,das Abgegrenzte,the demarcated,yang dibatasi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87z6,87z6,87z6,boundary,NA,NA,NA
9_1686457465,9_1686457465_1,nĩnõhoonãã,nĩnõhoonãã,n ĩ n õ h o o n ã ã,Grenze des Vorhofes (eines Hauses),border of the forecourt (of a house),perbatasan halaman depan (rumah),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106z13,106z13,106z13,boundary ; cultural location (?),NA,NA,NA
9_1686457565,9_1686457565_0,eahəhəa,eahu̇hu̇a,e a h u̇ h u̇ a,das (Be)Fürchten,the fearing,yang takut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oǃ,Oǃ,Oǃ,s hãhõ ; hã:õhõ,see hãhõ ; hã:õhõ,lihat hãhõ ; hã:õhõ,emotion ; fear,NA,NA,NA
9_1686457631,9_1686457631_0,kixohodu,kixohodu,k i x o h o d u,"(Frauen) tänzeln , tanzen","to prance , dance (women)","berjingkrak-jingkrak , menari (wanita)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dance ; cultural activity ; CHECK THIS,NA,NA,NA
9_1686457631,9_1686457631_1,kipahohodu,kipahohodu,k i p a h o h o d u,tanzen,to dance,menari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dance ; cultural activity ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_0,kixohora,kixohora,k i x o h o r a,singen,to sing,bernyanyi,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_1,kixohoraháˀa,kixohorahá'a,k i x o h o r a h á ' a,etwas singen,sing something,menyanyikan sesuatu,kixorahaˀa,kixoraha'a,k i x o r a h a ' a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_2,kipahohoraháˀa,kipahohorahá'a,k i p a h o h o r a h á ' a,etwas singen lassen,have something sung,memiliki sesuatu yang dinyanyikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_3,kixohoráha:i,kixohoráha:i,k i x o h o r á h a:i,jmd besingen,sing to someone,bernyanyi untuk seseorang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_4,eabahohoráha:i,eabahohoráha:i,e a b a h o h o r á h a:i,das Besingen,the singing about someone/something,nyanyian tentang seseorang/sesuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
9_1686457703,9_1686457703_5,edixo[ho]rahaˀa,edixo[ho]raha'a,e d i x o [ h o ] r a h a ' a,"das , was gesungen wird",that which is sung,apa yang dinyanyikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sing ; cultural activity (?) ; CHECK THIS,NA,NA,NA
