stem_id	kms_Alphabet	kms_page	kms_entry_no	stem_form	stem_homonymID	stem_DE	stem_EN	stem_IDN	stem_formVarian	stem_variant_DE	stem_variant_EN	stem_variant_IDN	stem_dialectVariant	stem_etymological_form	stem_etym_form_German	stem_etymological_language_donor	stem_source_form	stem_source_form_homonymID	stem_remark_DE	stem_remark_EN	stem_remark_IDN	stem_crossref_DE	stem_crossref_EN	stem_crossref_IDN	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept	stem_loan_form	stem_loan_lang
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_4	epũˀũ ukabuˀobo	Leuchtkäfer	Firefly	Kunang-kunang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal ; insect ; fauna	NA	NA	NA	NA	NA
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_5	epũˀũ ukinana	fliegende Eidechse	Flying lizard	Kadal terbang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	animal ; fauna	NA	NA	NA	NA	NA
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_6	kipũˀṹĩ	zusammenknoten	knot together	simpul bersama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s kakabuˀui ; mũmũˀũĩ ; mũˀĩñã	see kakabuˀui ; mũmũˀũĩ ; mũˀĩñã	lihat kakabuˀui ; mũmũˀũĩ ; mũˀĩñã	NA	NA	NA	NA	NA	NA
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_7	epũˀũĩyã	(""Zusammengeknotetes""=) Sippe , Clan	(""(thing) knotted together""=) clan , clan	(""(benda) yang diikat menjadi satu""=) suku , marga	epũˀũñã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_8	epũˀũĩñã	Paar , Sippe	couple , clan	pasangan , suku	epuˀĩyã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
8_1685088387	p	268	7	pũˀũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	buku	NA	PMP (Proto-Malayo-Polynesian)	NA	NA	Sim boxul	Sim boxul	Sim boxul	vgl epuku	compare epuku	bandingkan epuku	8_1685088387_9	epapṹˀũ	Bambus	bamboo	bambu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G34	G34	G34	plant ; flora	NA	NA	NA	NA	NA
8_1685088459	p	268	8	púˀua	NA	NA	NA	NA	puˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_0	kipuˀuda	fallen , (Gestirne) untergehen	fall , (heavenly bodies) set	jatuh , (benda-benda langit) tenggelam	kapuˀuda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	downward motion	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_1	hoo bupuˀuda	fiel bereits	already fell	sudah jatuh	hoo apuˀuda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	downward motion	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_2	kipuˀudáˀa	etwas fallen lassen	to let something fall	membiarkan sesuatu jatuh	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	downward motion	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_3	eapuˀuda	das Fallen	the falling	jatuhnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	downward motion	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_4	eapuˀuda udopo	Aschenregen	ash rain	hujan abu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	downward motion ; CHECK THIS!	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_5	epuˀudáha	Fallensort , Untergangsort	place of falling , place of sinking	tempat jatuh , tempat tenggelam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G10:	G10: place of sinking	G10: tempat tenggelam	NA	NA	NA	NA	NA	NA
8_1685088765	p	268	9	puˀuda	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8_1685088765_6	eapuˀudaha (ukahaˀo)	Westen	west (noun)	barat (lit. tempat tenggelamnya hari)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl XIIz25	cf. XIIz25	lih. XIIz25	cardinal direction ; CHECK THIS	NA	NA	NA	NA	NA
10_1686138705	p	269	1	puˀuda	2	NA	NA	NA	puda	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686139648	p	269	2	epuˀudu	NA	große Fischart	Large fish species	Spesies ikan besar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686139771	p	269	3	púˀui	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686139771_0	kahapúˀui	hervorquellen	well up	mengalir/menyembur (deras)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686139771	p	269	3	púˀui	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686139771_1	ekiaki kahapúˀui kude eitakoˀa	das Blut quillt aus der Wunde hervor	the blood spurts out of the wound	darah menyembur keluar dari luka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fluid motion	NA	NA	NA	NA	NA
10_1686140891	p	269	4	puˀui	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686140891_0	eupúˀui uudu	Schmarotzerpflanze	parasitic plant	tanaman parasit	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	plant	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_0	kipṹˀũĩ	zusammenknoten , verknotet	knot together , knotted	disimpul menjadi satu, diikat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_1	epũˀũĩyã	Sippe , Clan	tribe , clan	suku , klan	epũˀũñã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_2	epũˀũĩñã	Paar ; Sippe ; Clan	Couple ; Clan ; clan	Pasangan ; Klan ; marga	epuˀĩyã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_3	kipamũmũˀũĩ	(Haar , Tau) verwirrt , verknotet	(hair , rope) tangled , knotted	(rambut , tali) kusut , diikat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_4	emũˀĩñã	Haarknoten der Frauen	Women's hair bun	Sanggul rambut wanita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body part	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_5	kipũˀũñã́ˀaa	NA	NA	NA	kipũˀũñĩ́ãˀãpaarweise zusammenbinden, zu Paaren verknoten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686147815	p	269	5	pṹˀũĩ	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ	NA	NA	NA	NA	NA	NA	NA	10_1686147815_6	eamũˀṹĩyã ukahã́:ṹ	aus Pandanus Geflochtenes	(thing) braided out of Pandanus (noun)	(benda) yang dikepang dari pandan (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G27	G27	G27	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_0	kapṹˀũĩ	über jmd beraten , beratschlagen	to (jointly) deliberate about someone	(bersama-sama) berunding tentang seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_1	kipṹˀũĩ	beschließen	decide on	memutuskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	131z1	131z1	131z1	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_2	kamãmṹˀũĩ	beratschlagen	to (jointly) deliberate	(bersama-sama) mempertimbangkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_3	dimũpṹˀũĩ	man berät über etwas	you discuss something	Anda mendiskusikan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_4	eamṹˀũĩ	Beratschlagen , Beraten , Planen	the (joint) deliberating , the planning	musyawarah (bersama) , perencanaan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_5	eapṹˀũĩ	Beraten	the advising	nasihat	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148354	p	269	6	pṹˀũĩ	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148354_6	eamṹˀũĩ ukaˀá:íˀio	eine Kriegstat verabreden , Krieg planen	to agree on an act of war , to plan a war	menyetujui tindakan perang, merencanakan perang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G46	G46	G46	NA	NA	NA	NA	NA	NA
10_1686148859	p	269	7	pũˀũĩnã	NA	genügen, (Zeit) erfüllen, entsprechen	to suffice , fill (time) , correspond	mencukupi , mengisi (waktu) , sesuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148859_0	kapũˀũĩnã	erfüllt , da sein	to be there , fulfilled	berada di sana, terpenuhi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148859	p	269	7	pũˀũĩnã	NA	genügen, (Zeit) erfüllen, entsprechen	to suffice , fill (time) , correspond	mencukupi , mengisi (waktu) , sesuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148859_1	hoo apũˀũĩ́nã	es ist erfüllt	It is fulfilled	(ini) sudah terpenuhi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148859	p	269	7	pũˀũĩnã	NA	genügen, (Zeit) erfüllen, entsprechen	to suffice , fill (time) , correspond	mencukupi , mengisi (waktu) , sesuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148859_2	hoo mũpũˀũĩnã	bereits erfüllt , abgeschlossen , fertig	already fulfilled , completed , done	sudah terpenuhi , selesai , selesai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686148859	p	269	7	pũˀũĩnã	NA	genügen, (Zeit) erfüllen, entsprechen	to suffice , fill (time) , correspond	mencukupi , mengisi (waktu) , sesuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148859_3	eˀapũˀũĩnã	das Genügen , Entsprechen , sich Erfüllen , Vollsein , Nahen , Näherkommen (zeitlich)	the sufficing , corresponding , fulfilling , being full , being near , approaching (temporally) (noun)	yang mencukupi , sesuai , memenuhi , penuh , dekat , mendekati (secara temporal) (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87z32 , 88z16:	87z32 , 88z16: to approach	87z32 , 88z16: mendekat	POLYSEMY	NA	NA	NA	NA	NA
10_1686148859	p	269	7	pũˀũĩnã	NA	genügen, (Zeit) erfüllen, entsprechen	to suffice , fill (time) , correspond	mencukupi , mengisi (waktu) , sesuai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10_1686148859_4	epuˀĩnãhã	Erfüllung	Fulfillment	pemenuhan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10_1686149024	p	269	8	epuˀũĩñã	NA	Paar; Sippe; Clan	Couple ; Clan ; clan	Pasangan; Klan; marga	epuˀĩyã	NA	NA	NA	NA	NA	NA	NA	pũˀũ ; pṹˀũĩ	NA	NA	NA	NA	NA	NA	NA	10_1686149024_0	kahapuˀũĩñã	ein (1) Paar	one (1) pair	satu (1) pasang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685457136	p	270	1	epũˀũĩ́yã	NA	Sippe, Clan	Clan , clan	Klan, klan	epũˀũñã	NA	NA	NA	NA	NA	NA	NA	pũˀũ; pṹˀũĩ	NA	NA	NA	NA	VIIz22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685457392	p	270	2	pũˀũñã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ; pṹˀũĩ	NA	NA	NA	NA	NA	NA	NA	17_1685457392_0	epũˀũĩ́yã	Sippe , Clan	clan , clan	klan , marga	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
17_1685457392	p	270	2	pũˀũñã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ; pṹˀũĩ	NA	NA	NA	NA	NA	NA	NA	17_1685457392_1	kipũˀũñã́ˀã	paarweise zusammenbinden	tie together in pairs	ikat menjadi satu berpasangan	kipũˀũñĩ́ãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685457599	p	270	3	pũˀũñĩ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	pũˀũ; pṹˀũĩ	NA	NA	NA	NA	NA	NA	NA	17_1685457599_0	kipũˀũñĩ́ãˀã	paarweise zusammenbinden	tie together in pairs	ikat menjadi satu berpasangan	kipũˀũñã́ˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685457706	p	270	4	epuˀupii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Lehnwort?	loanword?	kata pinjaman?	NA	NA	NA	17_1685457706_0	epuˀupii upadii	Reiskaff	rice paddy	padi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML sekam	ML sekam	ML sekam	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685457759	p	270	5	epuˀupuˀu	NA	Muschelart	Mussel type	Jenis kerang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685517381	r	270	1	r	NA	ist gleichwertig mit d	is equivalent with d	setara dengan D	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685517645	r	270	2	r	NA	Wortstämme mit k- können durch Pränasalierung mit d-, r- oder n- anlauten	Word stems with k- can start with d- , r- or n- by prenasalization	Kata yang diawali dengan k- dapat diawali dengan d- , r- atau n- dengan prenasalisasi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 42a: ka- + k- > kad-, kar-, kan-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685517755	r	270	3	-ra	1	ihr, ihre (Possessivsuffix 3. Pl)	their (with sg/pl) (possesive suffix of 3rd Person Plural)	mereka (dengan bentuk tunggal/jamak) (akhiran/sufiks posesif/kepemilikan dari Orang Ketiga Jamak)	-da; -nã; -ta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685517822	r	270	4	-ra	2	(Hervorhebungssuffix)	(emphasis suffix)	(akhiran/sufiks yang memberi penekanan)	-da	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685517898	r	270	5	-raˀa	NA	NA	NA	NA	-daˀa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	dgl (§ 1)	and the like (§ 1)	dan sejenisnya (§ 1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518049	r	270	6	raˀakaháoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	edaˀakahao < kahao	NA	NA	NA	NA	NA	NA	NA	17_1685518049_0	karaˀakaháoa	die verstorbenen Onkel	the deceased uncles	paman-paman yang sudah meninggal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
17_1685518393	r	270	7	raba	NA	NA	NA	NA	NA	NA	NA	NA	NA	wanaN + MTH?	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518393_0	earaba	die Rechte	the right (thing)	hak-hak	edaba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518393	r	270	7	raba	NA	NA	NA	NA	NA	NA	NA	NA	NA	wanaN + MTH?	NA	PAN (Proto-Austronesian)	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518393_1	iaraba	rechts , nach rechts	right , to the right	benar , ke kanan	yaraba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518476	r	270	8	rabi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	> parabi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518578	r	270	9	rabía	NA	NA	NA	NA	dabia?	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518578_0	eˀaparabía	Mensis , Monatsblutung	menses , menstruation	menstruasi , menstruasi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518669	r	270	10	rada	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518669_0	karada	NA	NA	NA	karara	NA	NA	NA	NA	NA	NA	NA	NA	eara	NA	NA	NA	NA	§ 2a	§ 2a	§ 2a	NA	NA	NA	NA	NA	NA
17_1685518774	r	270	11	radahaki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518774_0	kiparadahaki hii	ähneln	resemble	menyerupai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87z11	87z11	87z11	NA	NA	NA	NA	NA	NA
17_1685518888	r	270	12	radahaoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685518888_0	karadahaoa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	edadahaoa < edahao	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685518981	r	270	13	rada:odi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	rodi	NA	NA	NA	NA	NA	NA	NA	17_1685518981_0	kiparada:odi	etwas vergelten , rächen	to repay , avenge something	membalas , membalaskan dendam	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17_1685519297	r	270	14	radu	NA	NA	NA	NA	dadu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685519297_0	eaˀaradua	Heirat (von einer Frau gesagt)	marriage (said of a woman)	pernikahan (dikatakan tentang seorang wanita)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
17_1685519297	r	270	14	radu	NA	NA	NA	NA	dadu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685519297_1	abaˀaradu	wenn (ein Mädchen) verheiratet ist	when (a girl) is married	ketika (seorang gadis) menikah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
17_1685519297	r	270	14	radu	NA	NA	NA	NA	dadu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17_1685519297_2	eparaduaˀaho	die zu Verheiratende	the one to be married	orang yang akan menikah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kinship	NA	NA	NA	NA	NA
