ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised,example_id,example_form,example_form_comm_untokenised,example_form_comm_tokenised,ex_DE,ex_EN,ex_IDN,example_variant,ex_variant_comm_untokenised,ex_variant_comm_tokenised,ex_variant_DE,ex_variant_EN,ex_variant_IDN,example_dialect_variant,example_etymological_form,example_etymological_language_donor,example_loanword_form,example_loanword_language_donor,example_source_form,example_source_form_homonymID,ex_remark_DE,ex_remark_EN,ex_remark_IDN,ex_crossref_DE,ex_crossref_EN,ex_crossref_IDN,ex_concept,ex_variant_concept,ex_remark_concept,ex_crossref_concept,stem_loan_form,stem_loan_lang
3165,10_1689221620,u,280,9,eˀuboho,e'uboho,NA,"(das zu Tuende =) das, was getan werden soll/muß",(that to be done =) what should/must be done,(yang harus dilakukan =) apa yang seharusnya/harus dilakukan,eˀubúoho,e'ubúoho,e ' u b ú o h o,NA,NA,NA,NA,NA,NA,NA,ˀobu + MTH,NA,NA,NA,NA,NA,NA,NA,e ' u b o h o,10_1689221620_0,adəhape eˀubohoka?,adu̇hape e'ubohoka?,a d u̇ h a p e # e ' u b o h o k a ?,Was sollen wir tun?,What should we do?,Apa yang harus kita lakukan?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126z8,126z8,126z8,NA,NA,NA,NA,NA,NA
3165,10_1689221620,u,280,9,eˀuboho,e'uboho,NA,"(das zu Tuende =) das, was getan werden soll/muß",(that to be done =) what should/must be done,(yang harus dilakukan =) apa yang seharusnya/harus dilakukan,eˀubúoho,e'ubúoho,e ' u b ú o h o,NA,NA,NA,NA,NA,NA,NA,ˀobu + MTH,NA,NA,NA,NA,NA,NA,NA,e ' u b o h o,10_1689221620_1,eˀubohəka,e'ubohu̇ka,e ' u b o h u̇ k a,wir sollen tun,We should do,Kita harus melakukan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107z12,107z12,107z12,NA,NA,NA,NA,NA,NA
3166,10_1689221781,u,280,10,ˀubuo,'ubuo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buo,NA,NA,NA,NA,NA,NA,NA,' u b u o,10_1689221781_0,kaˀubuo,ka'ubuo,k a ' u b u o,etwas gewohnt sein,to be used to something,terbiasa dengan sesuatu,kaˀabuo,ka'abuo,k a ' a b u o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3166,10_1689221781,u,280,10,ˀubuo,'ubuo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,buo,NA,NA,NA,NA,NA,NA,NA,' u b u o,10_1689221781_1,hoo baˀubuo,hoo ba'ubuo,h o o # b a ' u b u o,bereits gewohnt sein,already be used to it,sudah terbiasa dengan hal itu,baˀabuo,ba'abuo,b a ' a b u o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,10_1689221857,u,280,11,eˀubúoho,e'ubúoho,NA,das zu Tuende,the thing to do,hal yang harus dilakukan,eˀuboho,e'uboho,e ' u b o h o,NA,NA,NA,NA,NA,NA,NA,ˀobu,NA,NA,NA,NA,NA,NA,NA,e ' u b ú o h o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_0,kuda,kuda,k u d a,leben,life,kehidupan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_1,hoo buda,hoo buda,h o o # b u d a,lebte bereits,already lived,sudah hidup,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_2,kipa:uda,kipa:uda,k i p a:u d a,versorgen,take care of,mengurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polysemy?,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_3,kikudai,kikudai,k i k u d a i,"beleben , erschaffen , erfinden","enliven , create , invent","meramaikan , membuat , menciptakan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polysemy?,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_4,eapa:uda,eapa:uda,e a p a:u d a,Lebensunterhalt,Livelihood,Mata pencaharian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,10_1689222058,u,280,12,uda,uda,NA,NA,NA,NA,əda:,u̇da:,u̇ d a :,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d a,10_1689222058_5,edipa:uda,edipa:uda,e d i p a:u d a,(noun) Versorgte,(person) supplied (noun),(orang) yang disediakan (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polysemy?,NA,NA,NA,NA,NA
3169,10_1689222379,u,280,13,ˀuda:ixo,'uda:ixo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sim a·odin 'weiß',Sim a·odin 'white',Sim a-odin 'putih',NA,NA,NA,' u d a:i x o,10_1689222379_0,kaˀuda:ixo,ka'uda:ixo,k a ' u d a:i x o,"weiß , hell , sauber","white , bright , clean","putih , cerah , bersih",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polysemy?,NA,NA,NA,NA,NA
3169,10_1689222379,u,280,13,ˀuda:ixo,'uda:ixo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sim a·odin 'weiß',Sim a·odin 'white',Sim a-odin 'putih',NA,NA,NA,' u d a:i x o,10_1689222379_1,Kaˀuda:ixo,Ka'uda:ixo,K a ' u d a:i x o,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Vz30,Vz30,Vz30,NA,NA,NA,NA,NA,NA
3169,10_1689222379,u,280,13,ˀuda:ixo,'uda:ixo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sim a·odin 'weiß',Sim a·odin 'white',Sim a-odin 'putih',NA,NA,NA,' u d a:i x o,10_1689222379_2,kipaˀuda:ixo,kipa'uda:ixo,k i p a ' u d a:i x o,säubern,to clean,membersihkan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,10_1689222379,u,280,13,ˀuda:ixo,'uda:ixo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sim a·odin 'weiß',Sim a·odin 'white',Sim a-odin 'putih',NA,NA,NA,' u d a:i x o,10_1689222379_3,edipaˀuda:ixo,edipa'uda:ixo,e d i p a ' u d a:i x o,(noun) Gesäuberte,(thing) cleaned (noun),(benda) yang dibersihkan (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,10_1689222379,u,280,13,ˀuda:ixo,'uda:ixo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sim a·odin 'weiß',Sim a·odin 'white',Sim a-odin 'putih',NA,NA,NA,' u d a:i x o,10_1689222379_4,eboo kaˀuda:ixo,eboo ka'uda:ixo,e b o o # k a ' u d a:i x o,Sonnenregen,rain of sunshine,sinar matahari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,10_1689226304,u,281,1,ˀudapaˀa,'udapa'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a p a ' a,10_1689226304_0,kiˀudapaˀa,ki'udapa'a,k i ' u d a p a ' a,"jmd verletzen , leicht verwunden","to hurt someone , to lightly wound someone","menyakiti seseorang, melukai seseorang dengan ringan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,10_1689227666,u,281,2,ˀudara,'udara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a r a,10_1689227666_0,kaˀudara,ka'udara,k a ' u d a r a,"sauber , gelichtet , leer","Clean , cleared , empty","Bersih , bersih , kosong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,10_1689227666,u,281,2,ˀudara,'udara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a r a,10_1689227666_1,ekaˀudara,eka'udara,e k a ' u d a r a,Dorf,Village,Desa,ekaˀunara,eka'unara,e k a ' u n a r a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IIIz32 ; VIIz2,IIIz32 ; VIIz2,IIIz32; VIIz2,NA,NA,NA,NA,NA,NA
3171,10_1689227666,u,281,2,ˀudara,'udara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a r a,10_1689227666_2,kaˀudaˀudara,ka'uda'udara,k a ' u d a ' u d a r a,"ganz leer ; nackt ; (Verbote) aufgehoben , außer Kraft gesetzt","completely empty ; naked ; (bans) repealed , repealed","benar-benar kosong ; telanjang ; (larangan) dicabut , dicabut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,polysemy?,NA,NA,NA,NA,NA
3171,10_1689227666,u,281,2,ˀudara,'udara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a r a,10_1689227666_3,hoo baˀudara kítera eˀapurixo,hoo ba'udara kítera e'apurixo,h o o # b a ' u d a r a # k í t e r a # e ' a p u r i x o,alle Verbote sind aufgehoben,all bans have been lifted,semua larangan telah dicabut,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3171,10_1689227666,u,281,2,ˀudara,'udara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d a r a,10_1689227666_4,kipaˀudara,kipa'udara,k i p a ' u d a r a,"säubern , lichten","to clean , clear","membersihkan, menjernihkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,10_1689227749,u,281,3,udəhə́a,udu̇hu̇́a,NA,NA,NA,NA,= Vdəhəa,= Vdu̇hu̇a,= # V d u̇ h u̇ a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,u d u̇ h u̇ ́ a,10_1689227749_0,kaudəhə́aˀa,kaudu̇hu̇́a'a,k a u d u̇ h u̇ ́ a ' a,jmd beschuldigen,accuse someone,menuduh seseorang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,10_1689228151,u,281,4,eˀudi,e'udi,NA,"Haut, Schale (von Früchten), Rinde","skin , peel (of fruits) , bark","kulit, kulit (buah), kulit kayu",eˀuki; eˀuri,e'uki; e'uri,e ' u k i ; # e ' u r i,NA,NA,NA,NA,kuliC,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,s dudu·ˀúdi ; kukuˀudi,see dudu·ˀúdi ; kukuˀudi,lihat dudu-ˀúdi ; kukuˀudi,e ' u d i,10_1689228151_0,eˀudi uara ukiˀadobu,e'udi uara uki'adobu,e ' u d i # u a r a # u k i ' a d o b u,Eierschale,Eggshell,Kulit telur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,10_1689228151,u,281,4,eˀudi,e'udi,NA,"Haut, Schale (von Früchten), Rinde","skin , peel (of fruits) , bark","kulit, kulit (buah), kulit kayu",eˀuki; eˀuri,e'uki; e'uri,e ' u k i ; # e ' u r i,NA,NA,NA,NA,kuliC,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,s dudu·ˀúdi ; kukuˀudi,see dudu·ˀúdi ; kukuˀudi,lihat dudu-ˀúdi ; kukuˀudi,e ' u d i,10_1689228151_1,eˀudi ubaka,e'udi ubaka,e ' u d i # u b a k a,Augenlid,eyelid,kelopak mata,eˀudubaka,e'udubaka,e ' u d u b a k a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA,NA,NA
3173,10_1689228151,u,281,4,eˀudi,e'udi,NA,"Haut, Schale (von Früchten), Rinde","skin , peel (of fruits) , bark","kulit, kulit (buah), kulit kayu",eˀuki; eˀuri,e'uki; e'uri,e ' u k i ; # e ' u r i,NA,NA,NA,NA,kuliC,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,s dudu·ˀúdi ; kukuˀudi,see dudu·ˀúdi ; kukuˀudi,lihat dudu-ˀúdi ; kukuˀudi,e ' u d i,10_1689228151_2,eˀudi uhũnẽ,e'udi uhũnẽ,e ' u d i # u h ũ n ẽ,Hodensack,Scrotum,skrotum/buah pelir,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,10_1689228151,u,281,4,eˀudi,e'udi,NA,"Haut, Schale (von Früchten), Rinde","skin , peel (of fruits) , bark","kulit, kulit (buah), kulit kayu",eˀuki; eˀuri,e'uki; e'uri,e ' u k i ; # e ' u r i,NA,NA,NA,NA,kuliC,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,s dudu·ˀúdi ; kukuˀudi,see dudu·ˀúdi ; kukuˀudi,lihat dudu-ˀúdi ; kukuˀudi,e ' u d i,10_1689228151_3,eˀudi ukuo,e'udi ukuo,e ' u d i # u k u o,Baumrinde,tree bark,kulit pohon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,10_1689228151,u,281,4,eˀudi,e'udi,NA,"Haut, Schale (von Früchten), Rinde","skin , peel (of fruits) , bark","kulit, kulit (buah), kulit kayu",eˀuki; eˀuri,e'uki; e'uri,e ' u k i ; # e ' u r i,NA,NA,NA,NA,kuliC,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,s dudu·ˀúdi ; kukuˀudi,see dudu·ˀúdi ; kukuˀudi,lihat dudu-ˀúdi ; kukuˀudi,e ' u d i,10_1689228151_4,eˀudi upue,e'udi upue,e ' u d i # u p u e,"Vorhaut , Präputium","Foreskin , preputy","Kulup , preputium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_0,kiˀudóho:i,ki'udóho:i,k i ' u d ó h o:i,waschen (die Haare),Wash (the hair),mencuci (rambut),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H16 èahaoedohoie 'zich het gelaat en het hoofd wasschen',H16 èahaoedohoie 'to wash one's face and head',H16 èahaoedohoie 'mencuci muka dan kepala',NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_1,kahaˀudóho:i,kaha'udóho:i,k a h a ' u d ó h o:i,waschen,to wash,mencuci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_2,hoo buˀudóho:i,hoo bu'udóho:i,h o o # b u ' u d ó h o:i,bereits gewaschen,already washed,sudah mencuci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_3,eˀudóho:i,e'udóho:i,e ' u d ó h o:i,das Waschen,the washing (process),pencucian (proses),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_4,euˀudóho:i,eu'udóho:i,e u ' u d ó h o:i,Waschmittel,laundry detergent,deterjen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_5,ediˀudóho:i,edi'udóho:i,e d i ' u d ó h o:i,(noun) Gewaschene,(thing) washed (noun),(benda) yang dicuci (kata benda),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,10_1689228518,u,281,5,ˀudo,'udo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,' u d o,10_1689228518_6,eahaˀudóho:iya,eaha'udóho:iya,e a h a ' u d ó h o:i y a,Waschplatz,Washing area,tempat mencuci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3175,10_1689228795,u,281,6,eˀudopo,e'udopo,NA,Taro(knolle),Taro (tuber),Talas (umbi-umbian),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dopo?,NA,ML keladi,ML keladi,ML keladi,"MOD eudòpo 'patata indigena, Ubi cheladi' ; s epokeˀa","MOD eudòpo 'patata indigena , Ubi cheladi' ; see epokeˀa","MOD eudòpo 'patata indigena , Ubi cheladi' ; lihat epokeˀa",e ' u d o p o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_0,eudu udaˀa:ə,eudu uda'a:u̇,e u d u # u d a ' a:u̇,Hauptbeute,main prey,mangsa utama,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_1,eudu uiji,eudu uiji,e u d u # u i j i,Wortführer ; Hauptpunkt der Rede,Spokesman ; Main point of the speech,Juru bicara; Perihal utama dari pidato,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,speech verb; polysemy,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_10,eudu upue,eudu upue,e u d u # u p u e,Eichel (glans penis),glans penis,kepala penis,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,body-part,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_11,eudu ukarixa,eudu ukarixa,e u d u # u k a r i x a,"(""Kopf der Ohren"" =) Kriegstrophäe ; sie bestand aus einem aus Holz geschnitzten menschlichen Kopf , von dem eine oder mehrere Schnüre herabhingen , die mit importierten buginesischen Glasperlen verziert wurden ; für jeden erbeuteten Kopf wurde eine Schnur befestigt ; diese Trophäen wurden vererbt , um späteren Generationen Zeugnis vom Mut ihrer Vorfahren abzulegen","(""Head of ears"" =) war trophy ; it consisted of a human head carved from wood , from which hung one or more strings decorated with imported Buginese glass beads ; A string was attached for each captured head ; these trophies were passed down to bear witness to future generations of the courage of their ancestors","(""Kepala telinga"" =) piala perang ; terdiri dari kepala manusia yang diukir dari kayu , yang menggantung satu atau lebih senar yang dihiasi manik-manik kaca impor dari Bugis ; Seutas tali dipasang untuk setiap kepala yang ditangkap ; piala-piala ini diwariskan untuk menjadi saksi bagi generasi mendatang akan keberanian nenek moyang mereka",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,104z20-25 ; MOD fig.44 auf S 235 ; eulucawáhe,104z20-25 ; MOD figure 44 on page 235 ; eulucawáhe,104z20-25 ; MOD gambar 44 pada halaman 235 ; eulucawáhe,cultural item,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_12,euduA ubedoa,euduA ubedoa,e u d u A # u b e d o a,Flußoberlauf,River headwaters,hulu sungai,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_13,kaudu,kaudu,k a u d u,vorher tun ; vorangehen,do before ; precede,melakukan (sesuatu) sebelum; mendahului,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_14,kaudúa,kaudúa,k a u d ú a,wird vorangehen,will precede,akan mendahului,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_15,yaudu,yaudu,y a u d u,"zuvor , vorher","before , before","sebelum , sebelum",NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3176,10_1689228909,u,281,7,eudu,eudu,NA,Kopf(haar),Head (hair),(rambut) kepala,eˀudu; euru,e'udu; euru,e ' u d u ; # e u r u,NA,NA,NA,NA,qulu,NA,PAN (Proto-Austronesian),NA,NA,NA,NA,NA,NA,NA,NA,e u d u,10_1689228909_16,kidáudu pabəha,kidáudu pabu̇ha,k i d á u d u # p a b u̇ h a,im voraus geröstet werden,be roasted in advance,dipanggang terlebih dahulu,NA,NA,NA,NA,NA,NA,NA,NA,"""""",NA,"""""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
