stem_id	example_id	example_form	ex_DE	ex_EN	ex_IDN	example_variant	ex_variant_DE	ex_variant_EN	ex_variant_IDN	example_dialect_variant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	ex_remark_DE	ex_remark_EN	ex_remark_IDN	ex_crossref_DE	ex_crossref_EN	ex_crossref_IDN	ex_concept	ex_variant_concept	ex_remark_concept	ex_crossref_concept
8_1686204975	8_1686204975_0	kahau	leicht sein (vom Gewicht)	to be light (by weight)	menjadi ringan (menurut beratnya)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light (not heavy)	NA	NA	NA
8_1686204975	8_1686204975_1	kahauhau	sehr leicht	very light	sangat ringan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light (not heavy)	NA	NA	NA
8_1686204975	8_1686204975_2	eahau	das Leichtsein	the lightness	ringannya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	light (not heavy)	NA	NA	NA
8_1686205217	8_1686205217_0	kahãũ	sich häuten	to shed one's skin	melepaskan kulit seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	biological process	NA	NA	NA
8_1686205217	8_1686205217_1	eˀanõãẽ kahãũ	die Schlange häutet sich	the snake sheds its skin	ular melepaskan kulitnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	biological process	NA	NA	NA
8_1686205284	8_1686205284_0	kahãũ	stumpf	blunt	tumpul	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IVz16	IVz16	IVz16	NA	NA	NA	NA
8_1686206513	8_1686206513_0	kipaha:ua	böse sein , einander zürnen , jmd zürnen ; zornig machen	to be angry , to be angry with one another , to be angry with someone ; make angry	menjadi marah , menjadi marah satu sama lain , menjadi marah kepada seseorang ; membuat marah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger ; reciprocal (?)	NA	NA	NA
8_1686206513	8_1686206513_1	kapaha:ua	zornig sein , zornig werden	to be angry , to become angry	menjadi marah , menjadi marah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger	NA	NA	NA
8_1686206513	8_1686206513_2	kapaha:ua ˀamũhõ	sehr zornig sein	be very angry	menjadi sangat marah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger	NA	NA	NA
8_1686206513	8_1686206513_3	kipaha:uaháˀa	zornig machen	make angry	membuat marah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger	NA	NA	NA
8_1686206513	8_1686206513_4	epaha:ua	Zorn , das Zornigsein	Anger , being angry	Kemarahan , menjadi marah	epa:uhua; epahuhua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	126z21	126z21	126z21	emotion ; anger	NA	NA	NA
8_1686206513	8_1686206513_5	edipaha:uaháˀa	(noun) zornig Gemachte	(people) made angry (noun)	(orang) yang dibuat marah (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger	NA	NA	NA
8_1686206618	8_1686206618_0	kaha:uda	Pl von ehuda	plural form of ""ehuda""	bentuk jamak dari “ehuda”	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	§ 2a	§ 2a	§ 2a	NA	NA	NA	NA
8_1686206711	8_1686206711_0	kahaudi iˀioo	jmd treffen , erreichen	meet someone , reach someone	bertemu seseorang , menjangkau seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105z30f	105z30f	105z30f	meeting	NA	NA	NA
8_1686206806	8_1686206806_0	dabaha:udo	in Keilform vor(wärts)gehen	go forward in a wedge shape	maju ke depan dalam bentuk baji	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion ; CHECK THIS specific motion shape	NA	NA	NA
8_1686206984	8_1686206984_0	epahá:uhua	(noun) Zornigsein	being angry (noun)	menjadi marah (kata benda)	epaha:ua ; epa[h]uhua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	emotion ; anger	NA	NA	NA
8_1686207161	8_1686207161_0	epahã:ũmẽ	Holzxylophon	Wooden xylophone	Gambang kayu	epahũmẽ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s Xz15ff	see Xz15ff	lihat Xz15ff	cultural item ; musical instrument ; CHECK THIS	NA	NA	NA
8_1686207647	8_1686207647_0	pahã:ũpãhãˀã	gib Nahrung , versorgeǃ	give food , provide! (sg)	berikan makanan , berikan! (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	giving ; transfer ; food	NA	NA	NA
8_1686207647	8_1686207647_1	epahã:ũpãhãˀã	das Nahrung Geben	the giving of food	pemberian makanan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	giving ; transfer ; food	NA	NA	NA
8_1686207865	8_1686207865_0	kixá:uˀua	gemeinsam (= gleichzeitig?) geschehen	happen together (= at the same time?).	terjadi bersamaan (= pada waktu yang sama?).	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	event	NA	NA	NA
8_1686208257	8_1686208257_0	kipahã:ũˀũnã	einer (und derselben) Sippe angehören	belong to one (and the same) clan	berasal dari satu marga yang sama	kipak̃ĩpã pahã:ũˀũnã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s kipahũˀũnã 'vom selben Clan stammen'	see kipahũˀũnã 'coming from the same clan'	lihat kipahũˀũnã 'berasal dari marga yang sama'	event ; possession ; kinship	NA	NA	kinship ; CHECK THIS
8_1686209153	8_1686209153_0	kahẽ́ãˀã	etwas (Schmutz) abstreifen , entfernen	wipe off (dirt) , remove something	bersihkan (kotoran) , hapus sesuatu	kamãhẽ́ãˀã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s ẽhẽẽ dgl , vgl kuhẽẽ , uhẽĩ	see ẽhẽẽ and the like , cf. kuhẽẽ , uhẽĩ	lihat ẽhẽẽ dan sejenisnya , lih. kuhẽẽ , uhẽĩ	cleaning ; stripping	NA	NA	NA
8_1686209153	8_1686209153_1	hoo mãhẽ́ãˀã	streifte bereits ab	already stripped off	sudah melucuti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cleaning ; stripping	NA	NA	NA
8_1686209153	8_1686209153_2	kinãhẽ́ãˀã	wird abgestreift	is stripped off	dilucuti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cleaning ; stripping	NA	NA	NA
8_1686209153	8_1686209153_3	enãhẽ́ãˀã	das Abgestreifte	the (thing) stripped off (noun)	(benda) yang dilucuti (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cleaning ; stripping	NA	NA	NA
8_1686209153	8_1686209153_4	eẽhẽẽ	das , was zum Abstreifen dient	that which is used for stripping	yang digunakan untuk mengupas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cleaning ; stripping	NA	NA	NA
8_1686794549	8_1686794549_0	kaheaˀaho:i	sich widersetzen , übertreten	to resist , transgress	melawan , melanggar	kaheaˀa:oho:i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1686794549	8_1686794549_1	kixii baheaˀaho:i	sich abermals widersetzen , wieder übertreten	to oppose again , transgress again	menentang lagi , melanggar lagi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1686794549	8_1686794549_2	kaheaˀaho:i	er beleidigte	he insulted	dia menghina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125z18	125z18	125z18	NA	NA	NA	NA
8_1686794762	8_1686794762_0	kabaheˀaˀaho:i	unnütz sein	be useless	menjadi tidak berguna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109z30 , vgl baheˀaˀoho:i 'beschädigen'	109z30 , cf. baheˀaˀoho:i 'damage'	109z30 , bdk. baheˀaˀoho:i 'merusak'	NA	NA	NA	NA
8_1686795074	8_1686795074_0	kaheaˀáho:i	sich widersetzen , plagen	to oppose , plague	menentang , mengganggu	kabaheaˀa:oho:i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1686795287	8_1686795287_0	kaheaba	mit etwas am Ende sein , etwas erledigt haben	to be at the end of something , to have finished something	berada di akhir sesuatu , telah menyelesaikan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	s kahaba ; kedaba 'aufhören'	see kahaba ; kedaba 'to stop'	lihat kahaba ; kedaba 'berhenti'	NA	NA	NA	NA
8_1686795513	8_1686795513_0	yabaheˀaho:i	Leid zufügen (vergewaltigen ?)	to inflict suffering (rape ?)	menimbulkan penderitaan (pemerkosaan?)	yabahaˀaho:i	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124z26 ; 125z1 ; vgl heˀaˀoho:i 'beschädigen'	124z26 ; 125z1 ; cf. heˀaˀoho:i 'damage'	124z26 ; 125z1 ; lih. heˀaˀoho:i 'merusak'	harm	NA	NA	NA
8_1686795613	8_1686795613_0	kipaheaki	flüstern	to whisper	berbisik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sound	NA	NA	NA
8_1686795613	8_1686795613_1	epaheaki	(noun) Flüstern	the whispering	bisikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sound	NA	NA	NA
8_1686796120	8_1686796120_0	baheˀaˀoho:i	übertreten (ein Verbot)	transgress (a ban)	melanggar (larangan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124z11	124z11	124z11	cultural event	NA	NA	NA
8_1686796120	8_1686796120_1	kabaheˀaˀoho:i	er geht entlang , passiert (ein Tabugebiet)	he walks along , passes (a taboo area)	dia berjalan di sepanjang , melewati (area tabu)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	124z7	124z7	124z7	motion ; metaphor for passing a cultural event ; CHECK THIS.	NA	NA	NA
8_1686796120	8_1686796120_2	keabaˀa kapəhai baheˀaˀoho:i eubadia	[wir] dürfen seine Behausung nicht beschädigen	[we] must not damage his habitation/dwelling	(kita) tidak boleh merusak tempat tinggal/tempat tinggalnya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	105z9f	105z9f	105z9f	breaking	NA	NA	NA
8_1686796542	8_1686796542_0	eehebu	Lied	song	lagu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 èhèboe 'minnelied'	H16 èhèboe 'a song of or in the style of the “Minnesingers”'	H16 èhèboe 'lagu dari atau dengan gaya “Minnesingers”'	cultural product (?)	NA	NA	cultural practice ; sing ; CHECK THIS
8_1686796896	8_1686796896_0	eheda uhodo	Filetstück	piece of fillet	sepotong fillet	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1686796896	8_1686796896_1	eheda upuo	Penis	penis	penis	epuo	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	body-part	NA	NA	NA
8_1686796896	8_1686796896_2	keheda	nicht dick , mager	not fat , skinny	tidak gemuk , kurus	NA	NA	NA	NA	NA	NA	NA	NA	NA	keo eheda	NA	NA	NA	NA	NA	NA	NA	thin person	NA	NA	NA
8_1686797303	8_1686797303_0	kixedi	(am Strand) gehen	go (on the beach).	berjalan kaki (di pantai)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl ehodi	cf.  ehodi	cf. ehodi	NA	NA	NA	motion ; geographical location ; beach	NA	NA	NA
8_1686797303	8_1686797303_1	kixedĩ́xi ehedia	am Strand entlanggehen	walk along the beach	berjalan di sepanjang pantai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion ; geographical location ; beach	NA	NA	NA
8_1686797303	8_1686797303_2	edixedixi	(noun) Begangene	(thing) walked upon (noun)	yang dijalani (kata benda)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1686797303	8_1686797303_3	ehedia	schmaler Sandstreifen am Meer , Strand ; Küste	narrow strip of sand by the sea , beach ; coast	hamparan pasir sempit di tepi laut , pantai ; pantai	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML pinggir	ML pinggir	ML pinggir	NA	NA	NA	geographical location ; beach	NA	NA	NA
8_1686797580	8_1686797580_0	kixediaˀa	untersuchen , prüfen , nachsehen	examine , check , inspect	memeriksa , memeriksa , memeriksa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	examine	NA	NA	NA
8_1686797580	8_1686797580_1	kabuhediaˀa	er untersuchte usw	he examined etc	dia memeriksa dll	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	examine	NA	NA	NA
8_1686801880	8_1686801880_0	kahedo	schwarz , dunkel	black , dark	hitam , gelap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colour	NA	NA	NA
8_1686801880	8_1686801880_1	kahedohedo	sehr dunkel	very dark	sangat gelap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 kahèdohèdo 'onrein , onreinheid'	H16 kahèdohèdo 'unclean , impure'	H16 kahèdohèdo 'tidak bersih , tidak murni'	colour	NA	NA	NA
8_1686801880	8_1686801880_2	ekarahaˀa:u kahedohedo	mein Körper ist sehr dunkel	my body is very dark	tubuh saya sangat gelap	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	colour ; body-part	NA	NA	NA
8_1687834359	8_1687834359_0	yabaheˀehe	er erlaubt sich einen Verstoß	he allows himself a violation	dia melakukan pelanggaran	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	85z26 , Ehebruch ; vgl ˀeˀei	85z26 , adultery ; cf. ˀeˀei	85z26 , perzinahan ; lih. ˀeˀei	NA	NA	NA	sex ; CHECK THIS
8_1687835079	8_1687835079_0	kaheˀehe:i	sich vergreifen an (Eigentum)	to encroach on/trespass (property)	melanggar/melanggar batas (kepemilikan)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	127z34	127z34	127z34	trespass	NA	NA	NA
8_1687835079	8_1687835079_1	baheˀehe:i	überschreiten (Tabugebietsgrenze)	cross/exceed (taboo area border)	menyeberang/melebihi (batas area tabu)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	86z18	86z18	86z18	trespass	NA	NA	NA
8_1687835079	8_1687835079_2	baheˀehe:i	behindern	hinder/obstruct	menghalangi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	112z4 , kipabehe dgl	112z4 , kipabehe and the like	112z4, kipabehe dan sejenisnya	hindering	NA	NA	NA
8_1687835352	8_1687835352_0	kahaheˀeki (iˀioo) u-	etwas schleifen , feilen	grind , file something	menggiling , menyerut/menghaluskan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	eˀe , heheki dgl	eˀe , heheki and the like	eˀe , heheki dan sejenisnya	grinding	NA	NA	NA
8_1687835465	8_1687835465_0	kipaheˀeku	drehen , wenden	turn , rotate	berbelok , memutar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion ; non-translational motion	NA	NA	NA
8_1687835465	8_1687835465_1	edipaheˀeku	(noun) Gedrehte	(thing) turned (noun)	yang dibalik/diputar	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion ; non-translational motion	NA	NA	NA
8_1687835998	8_1687835998_0	kixehebu	singen	to sing	bernyanyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_1	kipahehebu	zum Singen veranlassen	cause to sing	membuat orang bernyanyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_2	kipahehebúaˀa	etwas singen	sing something	menyanyikan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_3	kixehebúi	jmd besingen	sing about someone	bernyanyi tentang seseorang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_4	e[h]ehebua	Singensort	Singing place	Tempat bernyanyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_5	edipahehebu	der zum Singen Veranlaßte	the one who is induced to sing	orang yang dibujuk untuk bernyanyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_6	edipahehebúaˀa	das Gesungene	the sung	yang dinyanyikan/dilantunkan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_7	edixehebúhui	der Besungene	the person who is sung about	orang yang dinyanyikan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687835998	8_1687835998_8	eehebu	Lied	song	lagu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	sing	NA	NA	NA
8_1687836195	8_1687836195_0	kixeheki	feilen	to file	menyerut/menghaluskan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	IXz32f: Zähne von ungleicher Länge wurden mit einem Stein ebengeschliffen	IXz32f: Teeth of unequal length were ground flat with a stone	IXz32f: Gigi yang panjangnya tidak sama digiling rata dengan batu	NA	NA	NA	cultural practice ; CHECK THIS
8_1687836276	8_1687836276_0	haehoheho	vernünftig sein	to be reasonable	(bersikap) masuk akal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	cognition	NA	NA	NA
8_1687837207	8_1687837207_0	ˀua kipahekodíí	ich flitze hin und her	I flit back and forth	Saya melayang bolak-balik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	G26	G26	G26	motion ; manner of motion	NA	NA	NA
8_1687837207	8_1687837207_1	dapahéhekodíí	sie flitzen hin und her	they flit back and forth	mereka terbang bolak-balik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	motion ; manner of motion	NA	NA	NA
8_1687837436	8_1687837436_0	kixekoˀoáˀa	etwas ab- , durchbrechen	break something off , break through	mematahkan sesuatu , menerobos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	vgl kipakəˀə́aˀa dgl , koˀ[o]a	cf. kipakəˀə́aˀa and the like , koˀ[o]a	lih. kipakəˀə́aˀa dan sejenisnya , koˀ[o]a	breaking	NA	NA	NA
8_1687837436	8_1687837436_1	ˀua kixekoˀoáˀa ˀua	ich hinke , humpele	I limp , hobble	Aku lemas , pincang	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	kikiˀoˀoáˀa dgl	kikiˀoˀoáˀa and the like	kikiˀoˀoáˀa dan sejenisnya	NA	NA	NA	motion ; manner of motion	NA	NA	NA
8_1687839488	8_1687839488_0	kixẽkũ	sitzen , sich setzen ; entstehen , stattfinden	sit , sit down ; come into being , take place	duduk , duduk ; muncul , berlangsung	kamãhẽkũ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_1	kixẽhẽkũ	dabei sein , sich zu setzen	to be about to sit down	akan duduk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_10	kipahã:ẽkũ	jmd setzen ; etwas regeln , anorden	set someone down ; arrange something , order something	mengatur seseorang ; mengatur sesuatu , memerintahkan sesuatu	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_11	kidixoo pahã:ẽkũ	wurden vergeben , bestimmt	were assigned , determined	ditugaskan , ditentukan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8_1687839488	8_1687839488_12	eẽhẽkũ	das Sitzen ; Erlassen (von Verboten) , Anordnung , Regelung ; Verhalten ; Gründung	sitting ; enactment (of prohibitions) , order , regulation ; behaviour ; establishment	duduk ; pemberlakuan (larangan) , ketertiban , peraturan ; perilaku ; pendirian	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_13	ehẽkũã	Sitzplatz	seat/place of sitting	kursi/tempat duduk	eẽhẽkũã	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	H16 èhèkoe(q)wa 'roeibank'	H16 èhèkoe(q)wa 'rowing bench'	H16 èhèkoe(q)wa 'bangku dayung'	posture	NA	NA	cultural item ; CHECK THIS
8_1687839488	8_1687839488_14	ehẽkũã uici	das Halten einer Rede	giving a speech	memberikan pidato	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	make speech	NA	NA	NA
8_1687839488	8_1687839488_15	eeheku uiya	die Regelung einer Anordnung	the regulation of an order	peraturan dari suatu perintah	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oǃ	Oǃ	Oǃ	NA	NA	NA	laws ; cultural practice (?)	NA	NA	NA
8_1687839488	8_1687839488_16	epahẽkṹhũĩ	das Besetzen	the occupying	yang menduduki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_17	edixẽkṹhũĩ	(noun) Besetzte	the occupied	yang diduduki	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_18	edixẽkũhũĩ́yã	wird besetzt werden	will be occupied	akan ditempati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_19	edixẽkũhũĩyõ	muß besetzt werden	must be occupied	harus ditempati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_2	nãmãhã:ẽkũ	sie setzen sich	they sit down	mereka duduk	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_20	kixeku ekitai	vernünftig sein	to be reasonable	bersikap masuk akal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oǃ	Oǃ	Oǃ	NA	NA	NA	cognition	NA	NA	NA
8_1687839488	8_1687839488_21	pahanẽkũ	setze , spanne (ein Netz)ǃ	set , stretch (a net)ǃ (sg)	mengatur , meregangkan (jaring) ǃ (bentuk tunggal)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stretch ; cultural activity (?)	NA	NA	NA
8_1687839488	8_1687839488_22	kipahanẽkũ ukabuˀobo	ein Netz zum Fangen von Wildschweinen spannen	set a net to catch wild boars	memasang jaring untuk menangkap babi hutan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stretch ; catching ; hunting ; cultural activity (?)	NA	NA	NA
8_1687839488	8_1687839488_23	ki kipahanẽkũ ukabora	sie setzen ihre Netze aus	they set out their nets	mereka memasang jala mereka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	stretch ; cultural activity (?)	NA	NA	NA
8_1687839488	8_1687839488_24	epahanẽkũ	das (Verbote) Anordnen , Regeln	the (prohibitions) ordering , rules	perintah (larangan) , aturan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	laws ; cultural practice (?)	NA	NA	NA
8_1687839488	8_1687839488_3	uamãhã:ẽkũãˀã	setzt euchǃ	sit down! (pl)	duduklah! (bentuk jamak)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_4	kixẽkṹhũĩ	besetzen , sich setzen auf	occupy , sit down on	menempati , duduk di atas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	posture	NA	NA	NA
8_1687839488	8_1687839488_5	kidixẽkṹhũĩ	besetzt werden	be occupied	ditempati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_6	hoo mũhẽkṹhũĩ	bereits besetzt	already occupied	sudah menempati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_7	edixoo mũhẽkṹhũĩ	wurde bereits besetzt	has already been occupied	telah ditempati	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_8	edixii mũhẽkṹhũĩ	wurde wieder besetzt	was occupied again	ditempati lagi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	occupy	NA	NA	NA
8_1687839488	8_1687839488_9	paha:eku	regeln	regulate	mengatur	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Oǃ	Oǃ	Oǃ	H16 aber: pahaèkoe 'te vuur zetten om te koken'	H16 but: pahaèkoe 'set fire to cook'	H16 tapi: pahaèkoe 'menyalakan api untuk memasak'	control	NA	NA	cultural practice ; CHECK THIS
