ID,stem_id,kms_Alphabet,kms_page,kms_entry_no,stem_form,stem_form_comm_untokenised,stem_homonymID,stem_DE,stem_EN,stem_IDN,stem_formVarian,stem_formVarian_untokenised,stem_formVarian_tokenised,stem_variant_DE,stem_variant_EN,stem_variant_IDN,stem_dialectVariant,stem_etymological_form,stem_etym_form_German,stem_etymological_language_donor,stem_loanword_form,stem_loanword_language_donor,stem_source_form,stem_source_form_homonymID,stem_remark_DE,stem_remark_EN,stem_remark_IDN,stem_crossref_DE,stem_crossref_EN,stem_crossref_IDN,stem_form_comm_tokenised
2557,11_1687845183,o,225,3,ˀoˀoki,'o'oki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀoki,2,NA,NA,NA,NA,NA,NA,' o ' o k i
2558,11_1687845258,o,225,4,ˀõˀõnĩ,'õ'õnĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' õ ' õ n ĩ
2559,11_1687845534,o,225,5,ˀõˀõnõ,'õ'õnõ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀõnõ,1,NA,NA,NA,NA,NA,NA,' õ ' õ n õ
2560,11_1687845679,o,225,6,ˀõˀõˀõ,'õ'õ'õ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀõˀõ ; ˀãˀõ,NA,NA,NA,NA,NA,NA,NA,' õ ' õ ' õ
2561,11_1687845952,o,226,1,ˀoˀóˀo:i,'o'ó'o:i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o ' ó ' o:i
2562,11_1687846046,o,226,2,oˀo:ui,o'o:ui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀo:ui?,NA,NA,NA,NA,NA,NA,NA,o ' o:u i
2563,11_1687846147,o,226,3,opa,opa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,xəmpat,NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,o p a
2564,11_1687846237,o,226,4,eˀopa,e'opa,NA,Kürbisart,Pumpkin type,Jenis labu,eˀoopa,e'oopa,e ' o o p a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H16 èopa 'kalebas',H16 èopa 'gourd',H16 èopa 'labu',e ' o p a
2565,11_1687846631,o,226,5,[ˀ]opahã:ĩã,[']opahã:ĩã,NA,"Sippengemeinschaft, die aus zwei Zweigclans eines Hauptclans oder Angehörigen zweier Hauptclans besteht ; ein mir Nahestehender",Clan community consisting of two branch clans of a main clan or members of two main clans ; a close relative,Komunitas klan yang terdiri dari dua klan cabang dari klan utama atau anggota dari dua klan utama; kerabat dekat,ˀopaheiya,'opaheiya,' o p a h e i y a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s nõpai, ˀopoi ; G39: ; IXz1-4: Mit opahã:ĩã wurde die Gemeinschaft bezeichnet, die aus den Angehörigen zweier Hauptsippen bestand. Die Angehörigen einer Dorfgemeinschaft waren durch Wechselheiraten miteinander verbunden. Sie redeten sich mit eparopahai ""Geschwister""an ; H16 opahie(j)aka 'soekoe stam' ; Vgl ãhai","see nõpai , ˀopoi ; G39: ; IXz1-4: With opahã:ĩã the community was designated , which consisted of the members of two main clans. The members of a village community were connected through intermarriages. They addressed each other as eparopahai ""siblings"" ; H16 opahie(j)aka 'soekoe stam' ; compare ãhai","lihat nõpai , ˀopoi ; G39: ; IXz1-4: Dengan opahã:ĩã, komunitas ditentukan , yang terdiri dari anggota dua klan utama. Para anggota sebuah komunitas desa dihubungkan melalui perkawinan. Mereka memanggil satu sama lain dengan sebutan eparopahai 'saudara kandung' ; H16 opahie(j) alias 'soekoe stam' ; bandingkan ãhai",[ ' ] o p a h ã:ĩ ã
2566,11_1687846678,o,226,6,ˀopaheiya,'opaheiya,NA,NA,NA,NA,[ˀ]opahã:ĩã,[']opahã:ĩã,[ ' ] o p a h ã:ĩ ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p a h e i y a
2567,11_1687846777,o,226,7,õpãnĩ,õpãnĩ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,õ p ã n ĩ
2568,11_1687846853,o,226,8,[ˀ]ope,[']ope,NA,NA,NA,NA,ˀoope,'oope,' o o p e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,[ ' ] o p e
2569,11_1687847211,o,226,9,[ˀ]oope,[']oope,1,NA,NA,NA,ˀope,'ope,' o p e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,[ ' ] o o p e
2570,11_1687847448,o,226,10,[ˀ]oope,[']oope,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,[ ' ] o o p e
2571,11_1688355508,o,227,1,ˀopeka,'opeka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p e k a
2572,11_1688355723,o,227,2,ˀopekáˀa,'opeká'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p e k á ' a
2573,11_1688355845,o,227,3,ˀopeki,'opeki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p e k i
2574,11_1688355881,o,227,4,eˀopəháha udopo,e'opu̇háha udopo,NA,Grube in der Erde,pit in the ground,lubang di tanah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' o p u̇ h á h a # u d o p o
2575,11_1688356130,o,227,5,ˀopəhəa,'opu̇hu̇a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,puho?,NA,NA,NA,NA,NA,NA,NA,' o p u̇ h u̇ a
2576,11_1688356326,o,227,6,ˀõpõ,'õpõ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' õ p õ
2577,11_1688356402,o,227,7,ˀopohəa,'opohu̇a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p o h u̇ a
2578,11_1688356454,o,227,8,opoho,opoho,NA,weiland,once/a while ago,sekali / beberapa waktu yang lalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,o p o h o
2579,11_1688356531,o,227,9,ˀopoho,'opoho,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,puho?,NA,NA,NA,NA,NA,NA,NA,' o p o h o
2580,11_1688356952,o,228,1,ˀopoho,'opoho,2 (=1?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p o h o
2581,11_1688357089,o,228,2,ˀopohodi,'opohodi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o p o h o d i
2582,11_1688357178,o,228,3,opoi,opoi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,o p o i
2583,11_1688357328,o,228,4,eopoi,eopoi,2,(Blatt)Unterlage (fürs Essen),(leaf) mat (for eating),tikar (daun) (untuk makan),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e o p o i
2584,11_1688357508,o,228,5,ˀopoi,'opoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s [ˀ]opahã:ĩã,see [ˀ]opahã:ĩã,lihat [ˀ] opahã:ĩã,' o p o i
2585,11_1688357596,o,228,6,eopó:uda,eopó:uda,NA,"Kleiderstoff, Tuch","Clothing material , cloth","Bahan pakaian, kain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,128z30: Kleid,128z30: dress,128z30: pakaian,e o p ó:u d a
2586,11_1688357657,o,228,7,eõpũ,eõpũ,NA,Grasart,Grass type,Jenis rumput,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H88:276 èofoe 'rumput manis',H88:276 èofoe 'rumput manis',H88:276 èofoe 'rumput manis',e õ p ũ
2587,11_1688357776,o,228,8,eˀoráe,e'oráe,NA,Rotankorb zum Transport von Nahrungsmitteln,rattan basket for transporting food,keranjang rotan untuk mengangkut makanan,eorai,eorai,e o r a i,NA,NA,NA,NA,kuday,NA,10,NULL,NULL,NA,NA,Sim kudae,Sim kudae,Sim kudae,MOD 121: orái,MOD 121: orái,MOD 121: orái,e ' o r á e
2588,11_1688357904,o,228,9,eˀoraha:uda,e'oraha:uda,NA,das Gras,the grass,rumput,eˀoaha:əda ; eoaha:uda,e'oaha:u̇da ; eoaha:uda,e ' o a h a:u̇ d a # ; # e o a h a:u d a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e ' o r a h a:u d a
2589,11_1688358069,o,228,10,eorai,eorai,NA,aus Rotan geflochtener Korb,basket woven from rattan,keranjang yang dianyam dari rotan,eˀorae,e'orae,e ' o r a e,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,XIz32f: die aus Rotan gefloctenen großen Körbe (eorai) mit Griffen dienten zum Transport von Lebensmitteln,XIz32f: the large baskets (eorai) made of woven rattan with handles were used to transport food,"XIz32f: keranjang besar (eorai), yang terbuat dari anyaman rotan dengan gagang, digunakan untuk mengangkut makanan",e o r a i
2590,11_1688358148,o,228,11,ˀore,'ore,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o r e
2591,11_1688358189,o,228,12,eoˀori,eo'ori,NA,Stirnband,Headband,Ikat kepala,eoˀodi,eo'odi,e o ' o d i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e o ' o r i
2592,11_1688358696,o,228,13,oro,oro,1,NA,NA,NA,horo,horo,h o r o,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,o r o
2593,11_1688358864,o,228,14,eoro,eoro,2,Fischart,Fish species,Spesies ikan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,"ML todak ; Schwertfisch, Tylosurus spp.?","ML todak ; Swordfish , Tylosurus spp.?","ML todak; Ikan pedang , Tylosurus spp.?",NA,NA,NA,e o r o
2594,9_1684986164,o,229,1,eorohéi,eorohei,NA,Flurbalken des Hauses,floor beams of the house,balok lantai rumah,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,H16 èodohèie 'de balken die dienen om daarop zolder of vloer te leggen',H16 èodohèie 'the beams that serve to lay the attic or floor on them',H16 èodohèie 'balok yang berfungsi untuk meletakkan loteng atau lantai di atasnya',e o r o h e i
2595,9_1684986561,o,229,2,eoromẽẽ,eoromẽẽ,NA,Schlucht,canyon,ngarai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e o r o m ẽ ẽ
2596,9_1684986847,o,229,3,eoromẽã uboo,eoromẽã uboo,NA,Gebirgsbach (auf Enggano??),Mountain stream (on Enggano??),Aliran pegunungan (di Enggano??),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e o r o m ẽ ã # u b o o
2597,9_1684987092,o,229,4,eoroya,eoroya,NA,faserige Schale der Kokosnuß,fibrous husk of coconut,sabut kelapa berserat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e o r o y a
2598,9_1684987180,o,229,5,ˀou,'ou,1,jaǃ,yes,ya,ˀõõ¹,'õõ¹,' õ õ ¹,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o u
2599,9_1684987306,o,229,6,ˀou,'ou,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o u
2600,9_1684987479,o,229,7,eˀóu,e'óu,3,Baumart mit eßbaren Früchten,Tree species with eadible fruits,Spesies pohon dengan buah yang dapat dimakan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"Pangium edule, DEC 2575","Pangium edule , DEC 2575","Pangium edule, DEC 2575",e ' ó u
2601,9_1684987564,o,229,8,ˀo:ui,'o:ui,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,> oˀo:ui?,NA,NA,NA,NA,NA,NA,NA,' o:u i
2602,9_1684987694,o,229,9,ˀoyo,'oyo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,' o y o
2603,12_1685075532,p,149,5,epiəpiə,epiu̇piu̇,NA,"Wade, Unterschenkel","calf , lower leg","betis, kaki bagian bawah",epĩõpĩõ,epĩõpĩõ,e p ĩ õ p ĩ õ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,Oǃ,Oral!,Oral!,NA,NA,NA,e p i u̇ p i u̇
2604,9_1684987873,p,229,1,p(a)-,p(a)-,NA,Bestandteil des Präfixes des Nomen causativum mit kip(a)-,Component of the prefix of the noun causativum with kip(a)-,Bagian dari awalan kata benda kausatif dengan kip(a)-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"§ 39,50d",NA,NA,p ( a ) -
2605,9_1684988081,p,229,2,pa- + Verbalstamm + -()i,pa- + Verbalstamm + -()i,NA,bezeichnet Verstärkung oder Mehrzahl,denotes reinforcement or plural,menunjukkan penekanan atau bentuk jamak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,§ 52b,NA,NA,p a - # + # V e r b a l s t a m m # + # - ( ) i
2606,9_1684988334,p,229,3,epãã,epãã,1,Kamm (Bananen),Comb (bananas),Sisir (pisang),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"hilfszälwort, § 34b","auxiliary count word , § 34b","kata bantu bilangan/numeralia , § 34b",e p ã ã
2607,9_1684988647,p,229,4,epãã,epãã,2,Backenzahn,molar tooth,gigi geraham,NA,NA,NA,NA,NA,NA,NA,baReqaŋ,NA,10,NULL,NULL,NA,NA,Sim baŋan,Sim baŋan,Sim baŋan,NA,NA,NA,e p ã ã
2608,9_1685070678,p,229,5,epãã,epãã,3,"Seite, Teil","side , part","sisi, bagian",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p ã ã
2609,9_1685070791,p,229,6,paˀa,pa'a,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' a
2610,9_1685071012,p,229,7,paˀa,pa'a,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' a
2611,9_1685071128,p,230,1,pãˀã,pã'ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p ã ' ã
2612,9_1685071244,p,230,2,paˀa:iˀio,pa'a:i'io,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' a:i ' i o
2613,9_1685071580,p,230,3,paˀa:ixi,pa'a:ixi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' a:i x i
2614,9_1685071658,p,230,4,pãˀãpãˀã,pã'ãpã'ã,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p ã ' ã p ã ' ã
2615,9_1685071959,p,230,5,paˀãũ,pa'ãũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀãũ,NA,NA,NA,NA,NA,NA,NA,p a ' ã ũ
2616,9_1685072100,p,230,6,pãˀã:ũ,pã'ã:ũ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p ã ' ã:ũ
2617,9_1685072125,p,230,7,Paˀa:udiki,Pa'a:udiki,NA,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,P a ' a:u d i k i
2618,9_1685072405,p,230,8,paˀã:ũˀũ,pa'ã:ũ'ũ,NA,paarweise gegeneinander gelegt,paired against each other,dipasangkan satu sama lain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' ã:ũ ' ũ
2619,9_1685072490,p,230,9,paˀã́:ṹˀũõ,pa'ã́:ṹ'ũõ,NA,"vorsichtig, sorgfältig, behutsam, genau","cautious , carefully , gently , exactly","cermat, teliti, hati-hati, tepat",pará:úˀũõ,pará:ú'ũõ,p a r á:ú ' ũ õ,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a ' ã ́:ṹ ' ũ õ
2620,9_1685072549,p,230,10,pabaha:eba,pabaha:eba,NA,abends,in the evening,di malam hari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,baha:eba,NA,NA,NA,NA,NA,NA,NA,p a b a h a:e b a
2621,9_1685072592,p,230,11,epada,epada,NA,"Placenta, Nachgeburt","Placenta , post -birth","Plasenta, pasca kelahiran",epado ; epade ; epara,epado ; epade ; epara,e p a d o # ; # e p a d e # ; # e p a r a,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p a d a
2622,9_1685073208,p,231,1,padabəˀa,padabu̇'a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dabəˀa,NA,NA,NA,NA,vgl debəˀa,compare debəˀa,bandingkan debəˀa,p a d a b u̇ ' a
2623,9_1685073232,p,231,2,padaˀekoi,pada'ekoi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,ˀekoi,NA,NA,NA,NA,NA,NA,NA,p a d a ' e k o i
2624,9_1685073588,p,231,3,paday[a],paday[a],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d a y [ a ]
2625,9_1685073704,p,231,4,epade,epade,NA,"Nachgeburt, Placenta","post-birth , placenta","pasca kelahiran, plasenta",epado,epado,e p a d o,NA,NA,NA,(DIA) epado,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"H16 èpalè 'zoowel nageboorte als het bloedstremsel, dat na de geboorte volgt'",H16 èpalè 'afterbirth as well as the blood clot that follows birth',H16 èpalè 'setelah melahirkan dan juga gumpalan darah yang terjadi setelah kelahiran',e p a d e
2626,9_1685073783,p,231,5,padi,padi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i
2627,9_1685074002,p,231,6,padi,padi,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i
2628,9_1685074051,p,231,7,padi,padi,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i
2629,9_1685074097,p,231,8,padi,padi,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i
2630,9_1685074138,p,231,9,epadii,epadii,NA,Reis,rice,beras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p a d i i
2631,9_1685074199,p,231,10,padiˀi,padi'i,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i ' i
2632,9_1685074368,p,231,11,epadikóho:i,epadikóho:i,NA,Ohrschmuck,Earrings,Anting-anting,eparikóho:i,eparikóho:i,e p a r i k ó h o:i,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"s IXz21f, 34ff und MOD fig.2 auf S.76, tav.XX auf S.217","see IXz21f , 34ff and MOD fig.2 on p.76 , table XX on p.217","lihat IXz21f, 34ff dan MOD Gambar 2 di halaman 76, Tabel XX di halaman 217",e p a d i k ó h o:i
2633,9_1685075369,p,232,1,padíˀo,padí'o,1,NA,NA,NA,paríˀo ; palíˀo,parí'o ; palí'o,p a r í ' o # ; # p a l í ' o,NA,NA,NA,paríˀo ; palíˀo (DIA),NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d í ' o
2634,9_1685075399,p,232,2,padiˀo,padi'o,2 (=1?),"behandeln, heilen","Treat , heal","Mengobati, menyembuhkan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d i ' o
2635,9_1685075526,p,232,3,epadipopo,epadipopo,NA,Kaneelbaum (Canella alba/Winterana oder Cinnamomum zeylanicum Nees?),Kaneelbaum (Canella Alba/Winterana or Cinnamomum Zeylanicum Nees?),Kaneelbaum (Canella Alba/Winterana atau Cinnamomum Zeylanicum Nees?),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,vgl eparipupu,compare eparipupu,bandingkan eparipupu,e p a d i p o p o
2636,9_1685080630,p,232,4,epado,epado,1,"Placenta, Nachgeburt","Placenta , post -birth","Plasenta, pasca kelahiran",epada ; epade ; epara,epada ; epade ; epara,e p a d a # ; # e p a d e # ; # e p a r a,NA,NA,NA,NA,banua 'Land?' (PAN); bano (Sim),NA,10,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p a d o
2637,9_1685080991,p,232,5,pado,pado,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pagəR? (PMP) ; baleŋ (Bugi),NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d o
2638,9_1685081071,p,232,6,padoˀa,pado'a,NA,NA,NA,NA,paroˀa:,paro'a:,p a r o ' a :,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d o ' a
2639,9_1685081159,p,232,7,padóˀoa,padó'oa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,p a d ó ' o a
2640,9_1685081484,p,232,8,padudu,padudu,NA,NA,NA,NA,parudu ; paruru,parudu ; paruru,p a r u d u # ; # p a r u r u,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,dudu,NA,NA,NA,NA,NA,NA,NA,p a d u d u
2641,9_1685205468,p,233,1,epae,epae,NA,Kind,child,anak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p a e
2642,9_1685205532,p,233,2,epáˀe,epá'e,NA,Rotanart; Kokosraspel aus Rotan,rattan type ; coconut grater made of rattan,jenis rotan; parutan kelapa yang terbuat dari rotan,eiˀĩ́ã,ei'ĩ́ã,e i ' ĩ ́ ã,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p á ' e
2643,9_1685205702,p,233,3,pa:eho,pa:eho,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,eho,NA,NA,NA,NA,NA,NA,NA,p a:e h o
2644,9_1685205809,p,233,4,epã́ẽkã,epã́ẽkã,NA,"Flußkrebs, Garnele","crayfish , shrimp","udang karang/lobster air tawar, udang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,ML hudang sungai,ML hudang sungai,ML hudang sungai,NA,NA,NA,e p ã ́ ẽ k ã
2645,9_1685205875,p,233,5,epaˀẽnõã,epa'ẽnõã,NA,Gelbwurz,turmeric,kunyit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,"DEC 945 efaino 'Curcuma longa L, turmeric'","DEC 945 efaino 'Curcuma longa L , turmeric'","DEC 945 efaino 'Curcuma longa L , kunyit'",e p a ' ẽ n õ ã
2646,9_1685205915,p,233,6,Paˀẽnũ,Pa'ẽnũ,NA,Männername,Male name,Nama laki-laki,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s Vz28,see Vz28,lihat Vz28,P a ' ẽ n ũ
2647,9_1685205980,p,233,7,pah(a)-,pah(a)-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,s kipah(a)- ; § 40b,see kipah(a)- ; § 40b,lihat kipah(a)- ; § 40b,p a h ( a ) -
2648,9_1685206102,p,233,8,epahã́ã́,epahã́ã́,NA,Astgabelung,branch fork,garpu cabang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,G74,NA,NA,e p a h ã ́ ã ́
2649,9_1685206142,p,233,9,epãhãã,epãhãã,NA,Art Farnkraut,Kind of fern,Jenis pakis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,NA,NA,NA,NA,NA,NA,NA,NA,e p ã h ã ã
2650,9_1685206209,p,233,10,epaha:əhədei,epaha:u̇hu̇dei,NA,Anlaß,Occasion,Kesempatan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NULL,NULL,əhədai?,NA,DIA,Dialect,variasi dialek,NA,NA,NA,e p a h a:u̇ h u̇ d e i
