example_id	stem_id	example_form	example_GermanTranslation	example_variant	example_GermanTranslationVariant	example_etymological_form	example_etymological_language_donor	example_loanword_form	example_loanword_language_donor	example_source_form	example_source_form_homonymID	example_crossref	example_remark	example_complete	example_dialect_variant	create_by	create_date	update_by	update_date
19_1685945761_0	19_1685945761	kahado	aufstehen, sich erheben	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685945761_1	19_1685945761	kahadəa	aufstehen werden	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685945761_2	19_1685945761	hoo bahado	stand auf	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685945761_3	19_1685945761	ʔubahado	ich stehe auf	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685945761_4	19_1685945761	kahahado	dabei sein aufzustehen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685945761_5	19_1685945761	eahado	das Aufstehen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:49:31	NULL	NULL
19_1685965663_0	19_1685965663	kahadu	kleinschlagen (Holz), zerkleinern	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965663_1	19_1685965663	kidahadu	wird zerkleinert	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965663_2	19_1685965663	kahadúaʔa	etwas mit etwas zerkleinern	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965663_3	19_1685965663	eahadu	Zerkleinernsinstrument	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965663_4	19_1685965663	edahadu	d Zerkleinerte	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965663_5	19_1685965663	edahadúaʔa	das, was zum Zerkleinern benutzt wird (= Zerkleinernsinstrument?)	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-05 11:52:08	NULL	NULL
19_1685965853_0	19_1685965853	ehadu[a]	Besitz, Ding(e)	eharu[a]	NA	anu ?	11	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 11:57:11	NULL	NULL
19_1685965853_1	19_1685965853	kaʔahadu	Besitz haben, besitzen	kahadu	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 11:57:11	NULL	NULL
19_1685965853_2	19_1685965853	kaʔahadua	besitzen werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 11:57:11	NULL	NULL
19_1685965853_3	19_1685965853	hoo bahadu	besaß(en) bereits	hoo baʔahadu	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 11:57:11	NULL	NULL
19_1685965853_4	19_1685965853	edahadu	das Besessene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 11:57:11	NULL	NULL
19_1685966974_0	19_1685966974	kahae	Draht, Strang	NA	NA	NA	NA	NA	NA	NA	NA	§ 34c	Hilfszāhlwort	y	NA	19	2023-06-05 12:09:34	NULL	NULL
19_1685966974_1	19_1685966974	kahae ekĩxĩĩ	ein Rotan	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:09:34	NULL	NULL
19_1685966974_2	19_1685966974	ʔarohae	zwei Stränge	NA	NA	NA	NA	NA	NA	NA	NA	NA	ohne -ha-?	y	NA	19	2023-06-05 12:09:34	NULL	NULL
19_1685967072_0	19_1685967072	kahaʔe	ungezogen, frech	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:11:12	NULL	NULL
19_1685967072_1	19_1685967072	kahaʔe u-	schnell mit etwas bei der Hand sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:11:12	NULL	NULL
19_1685967299_0	19_1685967299	kaha:eaʔaho:i	gegen etwas vertsoßen	NA	NA	NA	NA	NA	NA	NA	NA	s kaheaʔa[o]-hoi dgl	NA	y	NA	19	2023-06-05 12:14:59	NULL	NULL
19_1685967582_0	19_1685967582	kaha:ədo	jubeln	kabaha:ədo	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:19:42	NULL	NULL
19_1685967582_1	19_1685967582	eaha:ədo	Jubel, das Jubeln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:19:42	NULL	NULL
19_1685968052_0	19_1685968052	kixãhãmõ	fliegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:27:32	NULL	NULL
19_1685968052_1	19_1685968052	hãhãmõ	fliegeǃ	ahãmõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:27:32	NULL	NULL
19_1685968052_2	19_1685968052	hoo mũhãhãmõ	flog bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:27:32	NULL	NULL
19_1685968052_3	19_1685968052	kixãhãmə̃́ãʔã	mittels etwas fliegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:27:32	NULL	NULL
19_1685968052_4	19_1685968052	epahãhãmõ	Flügel	ehãmõhãmõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-05 12:27:32	NULL	NULL
19_1686020319_0	19_1686020319	kahãhõ	ängstlich sein, (sich) fürchten, erschrecken (intr)	kahã:õhõ	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020319_1	19_1686020319	hoo mãhãhõ	bereits ängstlich	hoo mãhã:õhõ	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020319_2	19_1686020319	eahãhõ	das Ängstlichsein	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020319_3	19_1686020319	kiiʔinahãhõ	Ehrerbietung zeigen	NA	NA	NA	""""	NA	""""	NA	NA	85z23	NA	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020319_4	19_1686020319	kapa·kẽmãhãhõ	jmd ängstlich machen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020319_5	19_1686020319	eahəhəa	das (Be-)Fürchten	NA	NA	NA	""""	NA	""""	NA	NA	NA	Oǃ	NA	NA	17	2023-06-11 14:53:32	NULL	NULL
19_1686020756_0	19_1686020756	hãĩxãĩ[nãʔnã]	wer auch immer, jeder	hãĩxãĩxĩ	NA	NA	NA	NA	NA	NA	NA	§ 32b	NA	y	NA	19	2023-06-06 03:05:56	NULL	NULL
19_1686020756_1	19_1686020756	ahãĩ	wer auch immer (Sg)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:05:56	NULL	NULL
19_1686020756_2	19_1686020756	ahãĩ-ahãĩ	Pl	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:05:56	NULL	NULL
19_1686020827_0	19_1686020827	kãhãĩ	NA	NA	NA	NA	NA	NA	NA	eãhã:ĩ	NA	NA	NA	y	NA	19	2023-06-06 03:07:07	NULL	NULL
19_1686021003_0	19_1686021003	kipahã:ĩ	einteilen, verteilen	NA	NA	NA	NA	NA	NA	NA	NA	129z14; 131z13	NA	y	NA	19	2023-06-06 03:10:03	NULL	NULL
19_1686021003_1	19_1686021003	eahã:ĩxa	Einteilung	eah·ĩxã	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:10:03	NULL	NULL
19_1686021370_0	19_1686021370	kaʔahá:ida	schwach (werden)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:16:10	NULL	NULL
19_1686021370_1	19_1686021370	ʔoʔo baʔahá:ida	du wirst schwach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:16:10	NULL	NULL
19_1686021616_0	19_1686021616	kaha:idixíaʔa	donnern, dröhnen	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-06 03:21:26	NULL	NULL
19_1686021870_0	19_1686021870	kãhã:ĩʔĩ·ũʔã	NA	NA	NA	NA	NA	NA	NA	eũʔã	NA	NA	NA	y	NA	19	2023-06-06 03:24:30	NULL	NULL
19_1686022049_0	19_1686022049	kahã:ĩkũ	vermuten, glauben, für etwas halten	NA	NA	NA	NA	NA	NA	hĩkũ	NA	NA	NA	y	NA	19	2023-06-06 03:27:29	NULL	NULL
19_1686022049_1	19_1686022049	mãhã:ĩkũ	wahrcheinlich, vermutlich	NA	NA	NA	NA	NA	NA	NA	NA	108z23	NA	y	NA	19	2023-06-06 03:27:29	NULL	NULL
19_1686022354_0	19_1686022354	kahakaʔa	veranlassen, verursachen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:32:34	NULL	NULL
19_1686022354_1	19_1686022354	hoo mãhãkaʔa	veranlaßte bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:32:34	NULL	NULL
19_1686022354_2	19_1686022354	enãhãkãʔã	Verursachtes; Anlaß, grund, Veranlassung (also Ursache ǃ?)	enãhãkãʔã:ə̃ã	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-06 03:32:34	NULL	NULL
19_1686146628_0	19_1686146628	eahãmõ	das Fliegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:03:48	NULL	NULL
19_1686146628_1	19_1686146628	eahãmə̃ã	Fliegensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:03:48	NULL	NULL
19_1686146628_2	19_1686146628	ehãmõhãmõ	Flügel	epahãhãmõ	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:03:48	NULL	NULL
19_1686146805_0	19_1686146805	pahãnã́hã:ĩ	ein hin und her Treibender	NA	NA	NA	NA	NA	NA	NA	NA	G69	NA	y	NA	19	2023-06-07 14:06:45	NULL	NULL
19_1686146805_1	19_1686146805	ipahaanã́hã:ĩ	er treibt hin und her, wird so geworfen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:06:45	NULL	NULL
19_1686147131_0	19_1686147131	pahahanãhẽ	herumliegen, verstreut sein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:12:11	NULL	NULL
19_1686147131_1	19_1686147131	hoo apahahanãhẽ	bereits auseinander gelegt, verstruet, herumliegen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:12:11	NULL	NULL
19_1686147474_0	19_1686147474	ki kahanã:ĩʔĩã	sie, die einem Dorfverband angehören	NA	NA	NA	NA	NA	NA	NA	NA	89z3	NA	y	NA	19	2023-06-07 14:17:54	NULL	NULL
19_1686148004_0	19_1686148004	kahanãnũ	zerkleinern, spalten (Holz)	kamahanãnũ	NA	NA	NA	NA	NA	NA	NA	§ 42	NA	y	NA	19	2023-06-07 14:26:44	NULL	NULL
19_1686148004_1	19_1686148004	ʔua  kahanãnũ (iʔioo) ukuo	ich spalte Holz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:26:44	NULL	NULL
19_1686148004_2	19_1686148004	eahanã́nũ	das Spalten	NA	NA	NA	NA	NA	NA	NA	NA	G7	NA	y	NA	19	2023-06-07 14:26:44	NULL	NULL
19_1686148004_3	19_1686148004	ixánãnṹahai	an unseren Spaltplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:26:44	NULL	NULL
19_1686148231_0	19_1686148231	kahanũnũ	zerkleinern	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:30:31	NULL	NULL
19_1686148367_0	19_1686148367	ixao	am Strand	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:32:47	NULL	NULL
19_1686148471_0	19_1686148471	kipahao	Schreien	NA	NA	NA	NA	NA	NA	NA	NA	s hau³	NA	y	NA	19	2023-06-07 14:34:31	NULL	NULL
19_1686148682_0	19_1686148682	kipaha:oa	einander zürnen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:38:02	NULL	NULL
19_1686148682_1	19_1686148682	ʔamũhõnãʔã epaha:oa ukaka eʔana	groß ist der zorn jenes Menschen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:38:02	NULL	NULL
19_1686148682_2	19_1686148682	kaha:oaʔa	zürnen	NA	NA	NA	NA	NA	NA	NA	NA	s ahaoa	NA	y	NA	19	2023-06-07 14:38:02	NULL	NULL
19_1686148682_3	19_1686148682	kaʔitaha:oaʔa	zürnen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-07 14:38:02	NULL	NULL
19_1686222666_0	19_1686222666	kahã:õhõ	ängstlich	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	kahãhõ	19	2023-06-08 11:11:06	NULL	NULL
19_1686222666_1	19_1686222666	káabaʔa nãhã:õhõ	sie sind nicht ängstlich	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:11:06	NULL	NULL
19_1686222666_2	19_1686222666	kamãhã:õhõ	sich fürchten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:11:06	NULL	NULL
19_1686222666_3	19_1686222666	kahã:õhṍnĩ	beängstigen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:11:06	NULL	NULL
19_1686222666_4	19_1686222666	ehamãhã:õhõ	das Fürchten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:11:06	NULL	NULL
19_1686222666_5	19_1686222666	eʔinãhã:õhõ	Furcht, Angst	NA	NA	NA	NA	NA	NA	NA	NA	§ 59b	NA	y	NA	19	2023-06-08 11:11:06	NULL	NULL
19_1686222825_0	19_1686222825	kipaha:ohoi ukaʔa:iʔio	biem Kamf aneinander geraten	NA	NA	NA	NA	NA	NA	NA	NA	s kixoho 'sich nähern)	NA	y	NA	19	2023-06-08 11:13:45	NULL	NULL
19_1686222995_0	19_1686222995	kahaonãẽ	Mütter	kahonãẽ	NA	NA	NA	NA	NA	NA	NA	NA	PL < nãẽ	y	NA	19	2023-06-08 11:16:35	NULL	NULL
19_1686223168_0	19_1686223168	kipãhãpẽ́ãʔã	etwas behalten	NA	NA	NA	""""	NA	""""	NA	NA	H16 pahapèaq 'in bedwang houden, beletten'	NA	NA	NA	19	2023-06-08 11:21:00	NULL	NULL
19_1686223168_1	19_1686223168	edipãhãpẽ́ãʔã	das Behaltene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:21:00	NULL	NULL
19_1686223440_0	19_1686223440	ehapəʔa mõhõ	zu einer anderen Zeit, ein andermal	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:24:00	NULL	NULL
19_1686223440_1	19_1686223440	ehapəʔa udopo	Termin	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:24:00	NULL	NULL
19_1686223440_2	19_1686223440	ʔarua ehapəʔa	zwei Tage	NA	NA	NA	NA	NA	NA	NA	NA	105z18	NA	y	NA	19	2023-06-08 11:24:00	NULL	NULL
19_1686223773_0	19_1686223773	kahãpĩ	wollen, begehren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_1	19_1686223773	hoo mãhãpĩ	wollte bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_2	19_1686223773	amãhãpĩ	der wollte	NA	NA	NA	NA	NA	NA	NA	NA	125z10	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_3	19_1686223773	eãhãpĩã	Wille, Absixht; das Begehrte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_4	19_1686223773	ehãpĩã ukitai	Begehren, Wille	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_5	19_1686223773	e[ʔ]inãhãpĩ	Wille, Begierde, Verlangen	NA	NA	NA	NA	NA	NA	NA	NA	§ 59b	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_6	19_1686223773	kahãpĩxĩ	etwas begehren	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_7	19_1686223773	epahãpĩxĩ	in Frieden leben	NA	NA	NA	NA	NA	NA	NA	NA	125z24	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223773_8	19_1686223773	kipahãpĩxĩ́aʔa	versöhnen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:29:33	NULL	NULL
19_1686223867_0	19_1686223867	ʔua kixuhúi	ich streife	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:31:07	NULL	NULL
19_1686223981_0	19_1686223981	kapahuhukóʔo:i iʔiõõmũ	es hält mich fest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:33:01	NULL	NULL
19_1686224295_0	19_1686224295	kabahã́:ṹĩ	aufheben (Trauerverbote)	NA	NA	NA	NA	NA	NA	NA	NA	NA	ML pantang	y	NA	19	2023-06-08 11:38:15	NULL	NULL
19_1686224295_1	19_1686224295	ʔobahã́:ṹĩãʔã	hebt aufǃ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:38:15	NULL	NULL
19_1686224295_2	19_1686224295	kahã:ũĩyã	sie transportieren ihn	NA	NA	NA	NA	NA	NA	NA	NA	87z3	NA	y	NA	19	2023-06-08 11:38:15	NULL	NULL
19_1686224295_3	19_1686224295	eahanũĩ	das Wegwerfen; das Aufheben der pantangs bei Todesfällen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:38:15	NULL	NULL
19_1686224295_4	19_1686224295	eahanũĩnã	Wegwerfensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-08 11:38:15	NULL	NULL
19_1686348707_0	19_1686348707	kixuka	zerchneiden	kabuhuka, kahanũkã	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_1	19_1686348707	kaha:uka	abreißen (intrǃ)	kabaha:uka	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_2	19_1686348707	hoo buhuka	zerchnitt bereits	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_3	19_1686348707	ekadii kaha:uka	das Tau ist zerchnitten (riß?)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_4	19_1686348707	edixuka	d Zerchnittene	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_5	19_1686348707	euhuka	Zerchneidensinstrument	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_6	19_1686348707	ehukaho	das zu Zerchneidende	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348707_7	19_1686348707	eaha:ukaha	Abreißensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:11:47	NULL	NULL
19_1686348921_0	19_1686348921	kixuka	beschließ; versammeln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:15:21	NULL	NULL
19_1686348921_1	19_1686348921	eaha:ukáha	Beschließensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:15:21	NULL	NULL
19_1686348921_2	19_1686348921	kabahá:ukadaʔa	man versammelt sich	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-09 22:15:21	NULL	NULL
19_1686798525_0	19_1686798525	kiʔobuhita	sich gehaben, sich aufführen	NA	NA	NA	""""	NA	""""	NA	NA	109z29	NA	NA	NA	19	2023-06-15 03:10:10	NULL	NULL
19_1686798525_1	19_1686798525	uʔobuhita	du schickst dich an	NA	NA	NA	""""	NA	""""	NA	NA	11oz23	NA	NA	NA	19	2023-06-15 03:10:10	NULL	NULL
19_1686799080_0	19_1686799080	kipaʔodéaʔa	rund um etwas gehen, fahren	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-15 03:19:10	NULL	NULL
19_1686799080_1	19_1686799080	ʔika kipaʔodéaʔa ekẽpũ eiʔie	wir (in) umrunden (fahren rund um) diese Insel	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-15 03:19:10	NULL	NULL
19_1686799080_2	19_1686799080	epaʔodéaʔa	Zaun	NA	NA	NA	""""	NA	""""	NA	NA	NA	NA	NA	NA	19	2023-06-15 03:19:10	NULL	NULL
19_1686799243_0	19_1686799243	ʔodéaʔa	veranlasseǃ	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-15 03:20:43	NULL	NULL
19_1686799464_0	19_1686799464	kiʔodea	schläfrig, müde	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-15 03:24:24	NULL	NULL
19_1686799464_1	19_1686799464	hoo buʔodea	war müde	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-15 03:24:24	NULL	NULL
19_1687179367_0	19_1687179367	kodi	kaufen	kiodi, kaha:odi	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_1	19_1687179367	hoo bodi	gekauft haben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_2	19_1687179367	kidodi	gakauft werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_3	19_1687179367	kodíaʔa	verkaufen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_4	19_1687179367	kidodíaʔa	verkauft werden	kidiodíaʔa	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_5	19_1687179367	kahododíaʔa	mit etwas handeln	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_6	19_1687179367	eodi	Preis, Wert	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_7	19_1687179367	eaha:odía	Kaufensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_8	19_1687179367	edodíaʔa	d Verkaufte	ediodíaʔa	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179367_9	19_1687179367	eahodiaʔá:əa	Verkaufsplatz	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 12:56:07	NULL	NULL
19_1687179625_0	19_1687179625	epeiji eodi ukõʔĩãũ	Haumesser (=mit einem Griff aud baguk-Holz)	NA	NA	NA	NA	NA	NA	NA	NA	130z24 ein eodi ukooʔĩãũ	NA	y	NA	19	2023-06-19 13:00:25	NULL	NULL
19_1687180397_0	19_1687180397	kodo	etwas entreißen; ergreifen, festhalten	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:13:17	NULL	NULL
19_1687180397_1	19_1687180397	edodo	d Entrissene	NA	NA	NA	NA	NA	NA	NA	NA	H16 èdoro 'met den stroom of den wind wegdrijven'	NA	y	NA	19	2023-06-19 13:13:17	NULL	NULL
19_1687180397_2	19_1687180397	kabadoho	zieht an sich	NA	NA	NA	NA	NA	NA	NA	NA	89z13	NA	y	NA	19	2023-06-19 13:13:17	NULL	NULL
19_1687181293_0	19_1687181293	eʔodo	d Scharfe , das Scharfsein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_1	19_1687181293	kiʔodo	als Eigentum markieren durch Kerben	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_2	19_1687181293	eoʔodo	Kerbe, Eigentumsmarke	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_3	19_1687181293	kipaʔodo	schärfen	kipahaʔaodo	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_4	19_1687181293	kidipaʔodo	geschärft werden	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_5	19_1687181293	kipaʔa:ədəáʔa	etwas zum Schärfen benutzen	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_6	19_1687181293	epaʔa:odo	Schärfinstrument	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_7	19_1687181293	edipaʔa:ədə́aʔa	d zum Schärfen Benutzte	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_8	19_1687181293	epahaʔa:odəa	Schärfensort	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181293_9	19_1687181293	eʔodo upakamãĩ	Messerchneide	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	y	NA	19	2023-06-19 13:28:13	NULL	NULL
19_1687181599_0	19_1687181599	kiododa	umziehen, den Wohnort wechseln	kododa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	2023-06-19 13:33:19	NULL	NULL
