"caid";"modul";"user_id";"dateaccess";"dateacess_end";"ipaddress";"browser";"os"
"id";"kms_Alphabet";"kms_Stem";"kms_stem_homonymID";"kms_stem_remarks_optional";"kms_stem_variant";"kms_stem_dialect_variant";"kms_stem_source_form";"kms_sourceForm_homonymID";"kms_stem_etym_lang";"kms_stem_etym_form";"kms_stem_etym_German";"kms_stem_crossRef";"kms_stem_German";"kms_stem_English";"kms_stem_German_crossRef";"kms_stem_loanword_lang";"kms_stem_loanword_form";"kms_examples";"kms_examples_variant";"kms_examples_German";"kms_examples_German_crossRef";"kms_examples_English";"kms_example_etym_lang";"kms_example_etym_form";"kms_stem_page"
"1";"a";"b";;;;;;;;;;;;;;;;;;;;;;;"0"
"2";"aa";"bb";;;;;;;;;;;;;;;;;;;;;;;"0"
"sw_id";"sw_name"
"1";"AR (Arabic)"
"2";"BAR (Bare`e [Austronesian, Sulawesi])"
"3";"BI (Bahasa Indonesia)"
"4";"Bugi (Buginese [Austronesian, Sulawesi])"
"5";"MKB (Minangkabau [Austronesian, Sumatra])"
"6";"ML (Malay [now BI])"
"7";"Mtw (Mentawai [Austronesian])"
"9";"NL (Dutch)"
"10";"PAN (Proto-Austronesian)"
"11";"PMP (Proto-Malayo-Polynesian)"
"12";"POC (Proto-Oceanic)"
"13";"Sd (Sundanese [Austronesian, Java])"
"14";"Sich (Sichule [Austronesian, Sumatra])"
"15";"Sim (Simalur [Austronesian])"
"16";"SMtw (Sudmentawai [South Mentawai])"
"17";"UAN (Proto-Austronesian)"
"47";"PAN"
"50";"MKB "
"51";"MKB"
"52";"Nias"
"53";"SMtw"
"54";"NJV"
"stem_id";"kms_Alphabet";"kms_page";"kms_entry_no";"stem_form";"stem_GermanTranslation";"stem_homonymID";"stem_formVarian";"stem_GermanTranslationVariant";"stem_dialectVariant";"stem_etymological_form";"stem_etymological_language_donor";"stem_loanword_form";"stem_loanword_language_donor";"stem_source_form";"stem_source_form_homonymID";"stem_crossref";"stem_remark";"stem_complete";"create_by";"cerate_date";"update_by";"update_date";"used_time"
"17_1687959919_0";"17_1687959919";"kiehodi";"dauernd an etwas vorbeigehen, flanieren";;;;;;;;;"vgl hedi 'am Strand gehen'";;"y";;"17";"2023-06-28 13:45:19";NULL;NULL
"17_1687960120_0";"17_1687960120";"eei";"das Kommen";"eai";;;;;;;;;"DIA";"y";;"17";"2023-06-28 13:48:40";NULL;NULL
"17_1688132943_0";"17_1688132943";"eʔii udopo";"Tier(e)";;;;;;;;;;;"y";;"17";"2023-06-30 13:49:03";NULL;NULL
"17_1688133342_0";"17_1688133342";"i�?a·daʔa iteʔe";"bleibe hier zurückǃ";;;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_1";"17_1688133342";"ei�?aha";"Platz, Ort, Aufenthaltsort";"eiñãhã";;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_2";"17_1688133342";"kabia";"vorhanden sein";;;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_3";"17_1688133342";"abia";"wenn vorhanden ist, wenn es gibt";;;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_4";"17_1688133342";"kabaiya";"bleiben, sich befinden";"kabeiya";;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_5";"17_1688133342";"eabaiya";"das Bleiben";;;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133342_6";"17_1688133342";"ehabaiya";"Aufenthaltsort";;;;;;;;;;;"y";;"17";"2023-06-30 13:55:42";NULL;NULL
"17_1688133407_0";"17_1688133407";"kiʔiabi";"schälen";;;;;;;;;;;"y";;"17";"2023-06-30 13:56:47";NULL;NULL
"17_1688133833_0";"17_1688133833";"iʔi�?aha";"wo?; (nach Verben der Bewegung�?) wohin?";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688133833_1";"17_1688133833";"ebee uʔi�?aha";"der Saft von was?";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688133833_2";"17_1688133833";"[e]hii ʔi�?ahape";"und was auch immer";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688133833_3";"17_1688133833";"aeʔi�?aha";"was auch immer";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688133833_4";"17_1688133833";"hii eʔi�?ahaʔi�?ahaho�?i";"und so weiter, usw";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688133833_5";"17_1688133833";"eʔi�?ahaʔi�?ahaho�?i";"was auch immer, irgendetwas";;;;;;;;;;;"y";;"17";"2023-06-30 14:03:53";NULL;NULL
"17_1688134023_0";"17_1688134023";"kikianə̃nã";"schweigen";;;;;;;;;;;"y";;"17";"2023-06-30 14:07:03";NULL;NULL
"17_1688134023_1";"17_1688134023";"hoo bianə̃nã ";"schwieg bereits";;;;;;;;;;;"y";;"17";"2023-06-30 14:07:03";NULL;NULL
"17_1688134145_0";"17_1688134145";"kaʔəai";"bereitstellen";;;;;;;;;;;"y";;"17";"2023-06-30 14:09:05";NULL;NULL
"17_1688134204_0";"17_1688134204";"kiʔiəba";"verkehren";;;;;;;;;;;"y";;"17";"2023-06-30 14:10:04";NULL;NULL
"17_1688134516_0";"17_1688134516";"kəbaki";"in Unordnung bringen";;;;;;;;;"s ubaki; § 35f�? Der Laut ə (kəbaki < ki+ubaki) ist teilweise durch zusammentreffen von i mit u sekundär entstanden.)";;"y";;"17";"2023-06-30 14:15:16";NULL;NULL
"17_1688134516_1";"17_1688134516";"kabaəbaki";"sich vergreifen an, stehlen";;;;;;;;;;;"y";;"17";"2023-06-30 14:15:16";NULL;NULL
"17_1688135819_0";"17_1688135819";"kəda";"leben, gedeihen";"kabaəda; kuda";;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_1";"17_1688135819";"hoo bəda";"lebte bereits";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_10";"17_1688135819";"edipa�?əda";"d Versorgte";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_11";"17_1688135819";"eapa�?əda";"Lebensunterhalt";"eapa�?uda";;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_12";"17_1688135819";"eahaba�?əda";"Versorgung, Erziehung, das Aufziehen; Krankenbeschwörung";;;;;;;;;"MOD tav. IX auf S.129";;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_13";"17_1688135819";"eahaba�?əda�?ha";"Aufziehensort; Vollwaise, die von der Familie der Mutter(-sippe) aufgezogen wird";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_2";"17_1688135819";"kədaha";"wird leben";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_3";"17_1688135819";"kahaba�?əda";"versorgen, aufziehen, züchten";"kipa�?əda";;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_4";"17_1688135819";"hoo pa�?əda";"zog bereits auf";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_5";"17_1688135819";"kidipa�?əda";"aufgezogen werden";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_6";"17_1688135819";"kipara�?əda hii";"gleichaltrig sein mit";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_7";"17_1688135819";"kipa�?ədahaʔa";"mit etwas aufziehen";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_8";"17_1688135819";"eəda ";"Leben, Gedeihen, Wachstum, Lebensunterhalt; das Alter";;;;;;;;;"111z34�? Seele";;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"17_1688135819_9";"17_1688135819";"eəda�?ha";"Lebensort, Wohnort, Ort, wo etwas gedeiht; Lebensbeginn";;;;;;;;;;;"y";;"17";"2023-06-30 14:36:59";NULL;NULL
"19_1683685714_0";"19_1683685714";"kanõnĩkĩ";"bohren";;;;;;;;;;;"y";;"19";"2023-05-10 02:28:34";NULL;NULL
"19_1683685714_1";"19_1683685714";"eanõnĩki�?a uʔobi";"Feuerbohrer";;;;;;;;;;;"y";;"19";"2023-05-10 02:28:34";NULL;NULL
"19_1683685714_2";"19_1683685714";"ehopa uanõnĩkía uʔobi";"Loch fürs Feuerquirlen";;;;;;;;;;;"y";;"19";"2023-05-10 02:28:34";NULL;NULL
"19_1683685990_0";"19_1683685990";"eõkõnõ";"Band";;;;;;;;;;;"y";;"19";"2023-05-10 02:33:10";NULL;NULL
"19_1683685990_1";"19_1683685990";"eõkõnõ ukitai";"Darm";"eokono ukitai";;;;;;;;;;"y";;"19";"2023-05-10 02:33:10";NULL;NULL
"19_1683685990_2";"19_1683685990";"eõkõnõ upuko ";"Nabelschnur";"eokono upuko ; eokonopuko̟̟";;;;;;;;;;"y";;"19";"2023-05-10 02:33:10";NULL;NULL
"19_1683686373_0";"19_1683686373";"kanõnõnã";"(Früchte) herabfallen";;;;;;;;;;;"y";;"19";"2023-05-10 02:39:33";NULL;NULL
"19_1683686373_1";"19_1683686373";"ehũ�?ã kinõnõ�?nã";"die Früchte fallen ab";;;;;;;;;"G45";;"y";;"19";"2023-05-10 02:39:33";NULL;NULL
"19_1683686865_0";"19_1683686865";"kikõnõnã";"schlaff, ungespannt, locker";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686865_1";"19_1683686865";"hoo mũkõnõ�?nã";"ist bereits schlaff";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686865_2";"19_1683686865";"kikõnõnãʔã";"lockern, loslassen";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686865_3";"19_1683686865";"ʔua kikõnõnãʔã ekadĩ";"ich lockere das Tau";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686865_4";"19_1683686865";"enĩkõnõnãʔã";"d Gelockerte";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686865_5";"19_1683686865";"ekõnõnãʔãhõ";"d zu Lockernde";;;;;;;;;;;"y";;"19";"2023-05-10 02:47:45";NULL;NULL
"19_1683686986_0";"19_1683686986";"kikõnõnãpẽ";"die weit entfernt sind";;;;;;;;;;;"y";;"19";"2023-05-10 02:49:46";NULL;NULL
"19_1683687373_0";"19_1683687373";"kipakõnõñĩ";"jmd benachteiligen";;;;;;;;;;;;;"19";"2023-05-10 02:56:13";NULL;NULL
"19_1683687373_1";"19_1683687373";"kua ipakõnõnaĩ edaʔaʔahabu";"damit deine Schwester nicht benachteiligt ist";;;;;;;;;"89z22";;"y";;"19";"2023-05-10 02:56:13";NULL;NULL
"19_1683687701_0";"19_1683687701";"kikõnõʔoõhã�?ʔã";"etwas auffangen";;;;"""""";;"""""";;;;;;;"19";"2023-05-10 03:06:12";NULL;NULL
"19_1683687701_1";"19_1683687701";"ʔua kikõnõʔoõhã�?ʔã eboo";"ich fange Wasser auf";;;;"""""";;"""""";;;;;;;"19";"2023-05-10 03:06:12";NULL;NULL
"19_1683687701_2";"19_1683687701";"edikõnõʔoõhã�?ʔã";"d Aufgefangene";;;;;;;;;;;"y";;"19";"2023-05-10 03:06:12";NULL;NULL
"19_1683687701_3";"19_1683687701";"eõkõnõʔõ�?hõ�?ĩ";"Gefäß zum Auffangen";"ekanõʔõ�?hõ�?ĩ";;;;;;;;;;"y";;"19";"2023-05-10 03:06:12";NULL;NULL
"19_1683689302_0";"19_1683689302";"ikõnõʔo�?i";"es prickelt";"ixoróʔo�?i";;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:47:10";NULL;NULL
"19_1683690437_0";"19_1683690437";"kikoʔo";"pflanzen (mit einem Grabstock)";"kabakoʔo ; kadodoʔou";;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_1";"19_1683690437";"hoo ba[do]doʔo";"er pflanzte";"kakuboʔo ;  kabukoʔo";;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_10";"19_1683690437";"ekeʔeni�?o";"frisch angelegter Garten ";;;;;;;;;"G1";;"y";"(arch, G1)";"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_2";"19_1683690437";"kidikoʔo";"gepflanzt werden";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_3";"19_1683690437";"kadoʔoi";"bepflanzen";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_4";"19_1683690437";"ʔua kadoʔoi epia eʔana iʔioo upoo";"ich bepflanze den Garten mit Kokospalmen";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_5";"19_1683690437";"eadoʔo";"das Pflanzen";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_6";"19_1683690437";"edikoʔo";"d Gepflanzte";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_7";"19_1683690437";"eokoʔo";"Grabstock (aus Holz)";"epaokoʔo";;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_8";"19_1683690437";"ekoʔoho ";"(""zu Pflanzendes"" =) Pflanze";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690437_9";"19_1683690437";"eadəʔəa";"Platz zum Pflanzen";;;;;;;;;;;"y";;"19";"2023-05-10 03:47:17";NULL;NULL
"19_1683690649_0";"19_1683690649";"kikõʔoo";"spalten";;;;;;;;;;;"y";;"19";"2023-05-10 03:50:49";NULL;NULL
"19_1683690649_1";"19_1683690649";"epakõʔõ";"Keil";;;;;;;;;;;"y";;"19";"2023-05-10 03:50:49";NULL;NULL
"19_1683690813_0";"19_1683690813";"kanõʔoohaaʔã ";"fange auf!";;;;;;;;;;;"y";;"19";"2023-05-10 03:53:33";NULL;NULL
"19_1683691054_0";"19_1683691054";"kikooʔõʔaa";"einknicken, abbrechen (intr)";;;;;;;;;;;"y";;"19";"2023-05-10 03:57:34";NULL;NULL
"19_1683691263_0";"19_1683691263";"kikaroʔo�?ixi";"ausbreiten";;;;;;;;;;;"y";;"19";"2023-05-10 04:01:03";NULL;NULL
"19_1683691263_1";"19_1683691263";"eokoroʔo�?i";"Blattunter-lage (beim Essen)";"ekoʔodixi ;  ekoʔorixi ";;;;;;;;;;"y";;"19";"2023-05-10 04:01:03";NULL;NULL
"19_1683691571_0";"19_1683691571";"kikoʔodixi";"auf Unterlagen legen ";;;;;;;;;;;"y";;"19";"2023-05-10 04:06:11";NULL;NULL
"19_1683691571_1";"19_1683691571";"kidikoʔodixi ";"so gelegt werden";"kilikoʔolixi";;;;;;;;;;"y";"(DIA)";"19";"2023-05-10 04:06:11";NULL;NULL
"19_1683691571_2";"19_1683691571";"ekoʔodixi";"Blattunterlage (beim Essen)";;;;;;;;;;;"y";;"19";"2023-05-10 04:06:11";NULL;NULL
"19_1683691819_0";"19_1683691819";"kipakõʔõhaʔa";"finden, auf  etwas, stoßen";;;;;;;;;"106z27, 112z6";;"y";;"19";"2023-05-10 04:10:19";NULL;NULL
"19_1683691819_1";"19_1683691819";"kipakõʔõhaʔa eaʔuʔua upahaonã�?";"ihre Ehe war gut";;;;;;;;;"89z37";;"y";;"19";"2023-05-10 04:10:19";NULL;NULL
"19_1683691923_0";"19_1683691923";"kipakʔõõhõáʔa";"etwas finden, antreffen";"kipakõhãʔã�?õ";;;"""""";;"""""";;;;;;;"17";"2023-06-11 15:15:25";NULL;NULL
"19_1683692176_0";"19_1683692176";"kikoʔohoi ";"freilegen (Gelände), lichten, umbringen";"kieʔei ?";;;"""""";;"""""";;;"137z27: ";;;;"17";"2023-06-11 15:05:22";NULL;NULL
"19_1683692176_1";"19_1683692176";"ekoʔohoi ";"Haumesser";;;;"""""";;"""""";;;"G15";"arch";;;"17";"2023-06-11 15:05:22";NULL;NULL
"19_1683692377_0";"19_1683692377";"kikoʔo�?i";"mit Hunger plagen";;;;;;;;;;;"y";;"19";"2023-05-10 04:19:37";NULL;NULL
"19_1683761423_0";"19_1683761423";"kahakõ�?ʔõ�?ĩ";"schnarchen";;;;;;;;;;;"y";;"19";"2023-05-10 23:30:23";NULL;NULL
"19_1683761423_1";"19_1683761423";"kahakõʔõ�?�?ĩ�?ãʔã";"zum Schnarchen";;;;;;;;;;;"y";;"19";"2023-05-10 23:30:23";NULL;NULL
"19_1683761423_2";"19_1683761423";"ʔua kahakõʔõ�?�?ĩ�?ãʔã";"ich schnarche mit meiner Nase";;;;;;;;;;;"y";;"19";"2023-05-10 23:30:23";NULL;NULL
"19_1683761423_3";"19_1683761423";"ehakõ�?ʔõ�?ĩ";"das Schnarchen";;;;;;;;;" H16 ē(j)ahakoqie 'leven, ziel'";;"y";;"19";"2023-05-10 23:30:23";NULL;NULL
"19_1683761423_4";"19_1683761423";"enãhãkõʔõ�?�?ĩ�?ãʔã";"d zum Schnarchen Benutzte";;;;;;;;;;;"y";;"19";"2023-05-10 23:30:23";NULL;NULL
"19_1683761529_0";"19_1683761529";"ikoʔo�?ixáhadia éiʔie";"heute Nacht";;;;"""""";;"""""";;;"§ 29b";;;;"19";"2023-05-10 23:36:17";NULL;NULL
"19_1683761862_0";"19_1683761862";"hoo mãʔãkõʔõ�?�?ĩ�?ʔĩ";"bereits weiße Haare haben";;;;;;;;;;;"y";;"19";"2023-05-10 23:37:42";NULL;NULL
"19_1683762001_0";"19_1683762001";"kabukoʔokaʔa";"er betet";;;;;;;;;;;"y";;"19";"2023-05-10 23:40:01";NULL;NULL
"19_1683762001_1";"19_1683762001";"hoo bukoʔokaʔa";"gebetet haben";;;;;;;;;;;"y";;"19";"2023-05-10 23:40:01";NULL;NULL
"19_1683762001_2";"19_1683762001";"ʔukuboʔokaʔa";"ich bete";;;;;;;;;;;"y";;"19";"2023-05-10 23:40:01";NULL;NULL
"19_1683762001_3";"19_1683762001";"earoʔokaʔa";"das Beten";;;;;;;;;;;"y";;"19";"2023-05-10 23:40:01";NULL;NULL
"19_1683762397_0";"19_1683762397";"ikoʔoki";"hinter";;;;;;;;;;;"y";;"19";"2023-05-10 23:46:37";NULL;NULL
"19_1683762397_1";"19_1683762397";"ekoʔoki uudu";"Nacken (Rückseite des Kopfes)";;;;;;;;;;;"y";;"19";"2023-05-10 23:46:37";NULL;NULL
"19_1683763115_0";"19_1683763115";"kikõʔõʔõ";"Schluckauf haben";;;;;;;;;;;"y";;"19";"2023-05-10 23:58:35";NULL;NULL
"19_1683781303_0";"19_1683781303";"ekõpẽnẽ ubaka";"Augenbraue";;;;;;;;;;;"y";;"19";"2023-05-11 05:01:43";NULL;NULL
"19_1683781496_0";"19_1683781496";"ekopikopi";"Krume, Brocken, Abfall";;;;;;;;;;;"y";;"19";"2023-05-11 05:04:56";NULL;NULL
"19_1683781496_1";"19_1683781496";"kikopi";"zerbrechen (tr), etwas zerbröckeln";;;;;;;;;;;"y";;"19";"2023-05-11 05:04:56";NULL;NULL
"19_1683781496_2";"19_1683781496";"kabukopi";"dgl";;;;;;;;;;;"y";;"19";"2023-05-11 05:04:56";NULL;NULL
"19_1683781623_0";"19_1683781623";"eapahakao�?piaʔa";"Heirat ";;;;;;;;;"88z15";;"y";;"19";"2023-05-11 05:07:03";NULL;NULL
"19_1683782455_0";"19_1683782455";"kikõpi";"zu-, bedecken";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_1";"19_1683782455";"hoo mũkõpĩ";"deckte bereits zu";"kũmõpĩ";;;;;;;;;;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_10";"19_1683782455";"eanõpĩã";"Zudeckensort";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782455_11";"19_1683782455";"eanõpi ";"das Zudecken";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782455_2";"19_1683782455";"nãkũmõpĩ";"sie bedecken ";;;;;;;;;"107z18";;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_3";"19_1683782455";"kinĩkõpĩ";"wird zugedeckt";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_4";"19_1683782455";"kikõpĩ�?ãʔã";"mit etwas zudecken";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_5";"19_1683782455";"kanõpĩ u-";"etwas zudecken";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:55";NULL;NULL
"19_1683782455_6";"19_1683782455";"eõkõpĩ";"was zum Zudecken dient";"epãõkõpĩ";;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782455_7";"19_1683782455";"enĩkõpĩ";"d Zugedeckte ";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782455_8";"19_1683782455";"enĩkõpĩ�?ãʔã";"d zum Zudecken Benutzte ";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782455_9";"19_1683782455";"ekõpĩõ ";"d Zuzudeckende";;;;;;;;;;;"y";;"19";"2023-05-11 05:20:56";NULL;NULL
"19_1683782567_0";"19_1683782567";"karopiʔi u-";"etwas schlürfen";;;;;;;;;;;"y";;"19";"2023-05-11 05:22:47";NULL;NULL
"19_1683783190_0";"19_1683783190";"kikõpõ";"begraben, bestatten";"kanõpõ u-";;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_1";"19_1683783190";"hoo mũkõpõ";"begrub bereits";;;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_2";"19_1683783190";"edikõpõ";"d Begrabene";;;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_3";"19_1683783190";"ekõpõhõ";"zu Begrabendes";;;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_4";"19_1683783190";"eõkõpõ";"Begrabensinstrument";;;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_5";"19_1683783190";"eanõpõã";"Begrabensort";;;;"""""";;"""""";;;;;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783190_6";"19_1683783190";"eanõpõ";"das Begraben, Bestattung";;;;"""""";;"""""";;;"86z226: ";;;;"17";"2023-06-11 14:59:47";NULL;NULL
"19_1683783602_0";"19_1683783602";"ekoporiʔío uudu";"Gehirn";;;;;;;;;;;"y";;"19";"2023-05-11 05:40:02";NULL;NULL
"19_1683783886_0";"19_1683783886";"epakõpũ";"das Nötigen, Einladen";;;;;;;;;;;"y";;"19";"2023-05-11 05:44:46";NULL;NULL
"19_1683784381_0";"19_1683784381";"kikore";"(auf der Schulter) tragen, etwas auferlegen";"kabakore; kabarore ; kadore u-";;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_1";"19_1683784381";"hoo bukore ";"bereits so tragen";"kubore";;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_10";"19_1683784381";"ekoreka";"Schulterlast, Traglast";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_11";"19_1683784381";"kahakoreka";"ein Stück";;;;"""""";;"""""";;;"Hilfszählwort für Körbe, nicht in § 34 aufgeführt";;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_2";"19_1683784381";"hoo barore";"geschultert haben";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_3";"19_1683784381";"kikorekaʔa";"etwas schultern";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_4";"19_1683784381";"kidikorekaʔa";"geschultert werden";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_5";"19_1683784381";"earore";"das so Tragen";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_6";"19_1683784381";"edikore";"d Getragene, Auferlegte";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_7";"19_1683784381";"ekoreo";"das so zu Tragende";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_8";"19_1683784381";"eokore";"das, womit man etwas trāgt";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1683784381_9";"19_1683784381";"eokoreka";"Handgriff am Kampfschild";;;;"""""";;"""""";;;;;;;"19";"2023-05-14 22:19:33";NULL;NULL
"19_1684103223_0";"19_1684103223";"kikoʔo�?ui ";"jäten, das Jäten säubern, roden";"kadoʔo�?ui ";;;;;;;;"89z18,26: ";;"y";;"19";"2023-05-14 22:27:03";NULL;NULL
"19_1684103223_1";"19_1684103223";"eadoʔo�?ui";"das Jäten";;;;;;;;;;;"y";;"19";"2023-05-14 22:27:03";NULL;NULL
"19_1684103223_2";"19_1684103223";"eokoʔo�?ui";"Instrument zum Säubern";;;;;;;;;;;;;"19";"2023-05-14 22:27:03";NULL;NULL
"19_1684103223_3";"19_1684103223";"edikoʔo�?ui";"d Gejätete";;;;;;;;;;;"y";;"19";"2023-05-14 22:27:03";NULL;NULL
"19_1684103223_4";"19_1684103223";"ekoʔo�?�?u�?iyo";"d zu Jätende";;;;;;;;;;;"y";;"19";"2023-05-14 22:27:03";NULL;NULL
"19_1684103424_0";"19_1684103424";"kikõʔõʔúãʔã";"(mit dem Kopf) nicken";;;;;;;;;;;"y";;"17";"2023-06-11 14:14:57";NULL;NULL
"19_1684103724_0";"19_1684103724";"ekopeʔudu eahã�?ũnẽkẽ�?ĩñã";"Fischart";;;;;;;;;;;"y";;"19";"2023-05-14 22:35:24";NULL;NULL
"19_1684103997_0";"19_1684103997";"ekorea ukũkã";"Wirbelsäule";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:00:26";NULL;NULL
"19_1684103997_1";"19_1684103997";"ekorea ukũkã udohəao";"Bootskiel";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:00:26";NULL;NULL
"19_1684104433_0";"19_1684104433";"kikorei";"beantworten, vergelten, erwidern";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:02:01";NULL;NULL
"19_1684104433_1";"19_1684104433";"hoo bukorei";"beantwortet haben";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:02:01";NULL;NULL
"19_1684104433_2";"19_1684104433";"kipakorei";"antworten";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:02:01";NULL;NULL
"19_1684104433_3";"19_1684104433";"kipakokorei";"sich revanchieren";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:02:01";NULL;NULL
"19_1684104433_4";"19_1684104433";"epakorei";"das (Be-)Antworten";;;;"""""";;"""""";;;;;;;"19";"2023-05-17 02:02:01";NULL;NULL
